Reino;Nombre Cinetífico;Nombre Común;Estado de Conservación vigente;URL Ficha;
"Archaea";"Halobaculum gomorrense";"";"";"https://simbio.mma.gob.cl/Especies/Details/1";
"Archaea";"Natronomonas pharaonis";"";"";"https://simbio.mma.gob.cl/Especies/Details/2";
"Archaea";"Methanohalophilus mahii";"";"";"https://simbio.mma.gob.cl/Especies/Details/3";
"Animalia";"Philodina roseola";"";"";"https://simbio.mma.gob.cl/Especies/Details/4";
"Animalia";"Trichotria tetractis";"";"";"https://simbio.mma.gob.cl/Especies/Details/5";
"Animalia";"Bicrisia biciliata";"";"";"https://simbio.mma.gob.cl/Especies/Details/6";
"Animalia";"Pseudidmonea fissurata";"";"";"https://simbio.mma.gob.cl/Especies/Details/7";
"Animalia";"Pseudidmonea gracilis";"";"";"https://simbio.mma.gob.cl/Especies/Details/8";
"Animalia";"Heteropora chilensis";"";"";"https://simbio.mma.gob.cl/Especies/Details/9";
"Animalia";"Nevianipora milneana";"";"";"https://simbio.mma.gob.cl/Especies/Details/10";
"Animalia";"Fasciculipora maeandrina";"";"";"https://simbio.mma.gob.cl/Especies/Details/11";
"Animalia";"Aetea anguina";"";"";"https://simbio.mma.gob.cl/Especies/Details/12";
"Animalia";"Stephanollona longispinata";"";"";"https://simbio.mma.gob.cl/Especies/Details/13";
"Animalia";"Aimulosia antarctica";"";"";"https://simbio.mma.gob.cl/Especies/Details/14";
"Animalia";"Aimulosia australis";"";"";"https://simbio.mma.gob.cl/Especies/Details/15";
"Animalia";"Scruparia ambigua";"";"";"https://simbio.mma.gob.cl/Especies/Details/16";
"Animalia";"Hippadenella rouzaudi";"";"";"https://simbio.mma.gob.cl/Especies/Details/17";
"Animalia";"Ogivalia elegans";"";"";"https://simbio.mma.gob.cl/Especies/Details/18";
"Animalia";"Ogivalia sagittirostra";"";"";"https://simbio.mma.gob.cl/Especies/Details/19";
"Animalia";"Exochella longirostris";"";"";"https://simbio.mma.gob.cl/Especies/Details/20";
"Animalia";"Odontoporella adpressa";"";"";"https://simbio.mma.gob.cl/Especies/Details/21";
"Animalia";"Arachnopusia monoceros";"";"";"https://simbio.mma.gob.cl/Especies/Details/22";
"Animalia";"Arachnopusia discors";"";"";"https://simbio.mma.gob.cl/Especies/Details/23";
"Animalia";"Chondriovelum angustilobata";"";"";"https://simbio.mma.gob.cl/Especies/Details/24";
"Animalia";"Celleporella hyalina";"";"";"https://simbio.mma.gob.cl/Especies/Details/25";
"Animalia";"Celleporella alia";"";"";"https://simbio.mma.gob.cl/Especies/Details/26";
"Animalia";"Hippothoa divaricata";"";"";"https://simbio.mma.gob.cl/Especies/Details/27";
"Animalia";"Cornucopina ovalis";"";"";"https://simbio.mma.gob.cl/Especies/Details/28";
"Animalia";"Kinetoskias pocillum";"";"";"https://simbio.mma.gob.cl/Especies/Details/29";
"Animalia";"Carbasea ovoidea";"";"";"https://simbio.mma.gob.cl/Especies/Details/30";
"Animalia";"Smittoidea pachydermata";"";"";"https://simbio.mma.gob.cl/Especies/Details/31";
"Animalia";"Smittoidea bulbosa";"";"";"https://simbio.mma.gob.cl/Especies/Details/32";
"Animalia";"Parasmittina dubitata";"";"";"https://simbio.mma.gob.cl/Especies/Details/33";
"Animalia";"Smittina jullieni";"";"";"https://simbio.mma.gob.cl/Especies/Details/34";
"Animalia";"Smittina undulimargo";"";"";"https://simbio.mma.gob.cl/Especies/Details/35";
"Animalia";"Smittina leptodentata";"";"";"https://simbio.mma.gob.cl/Especies/Details/36";
"Animalia";"Smittina chilensis";"";"";"https://simbio.mma.gob.cl/Especies/Details/37";
"Animalia";"Smittina monacha";"";"";"https://simbio.mma.gob.cl/Especies/Details/38";
"Animalia";"Smittina lebruni";"";"";"https://simbio.mma.gob.cl/Especies/Details/39";
"Animalia";"Smittina landsborovii";"";"";"https://simbio.mma.gob.cl/Especies/Details/40";
"Animalia";"Smittina euparypha";"";"";"https://simbio.mma.gob.cl/Especies/Details/41";
"Animalia";"Smittina smittiana";"";"";"https://simbio.mma.gob.cl/Especies/Details/42";
"Animalia";"Aspidostoma giganteum";"";"";"https://simbio.mma.gob.cl/Especies/Details/43";
"Animalia";"Callopora deseadensis";"";"";"https://simbio.mma.gob.cl/Especies/Details/44";
"Animalia";"Caberea darwinii";"";"";"https://simbio.mma.gob.cl/Especies/Details/45";
"Animalia";"Menipea patagonica";"";"";"https://simbio.mma.gob.cl/Especies/Details/46";
"Animalia";"Menipea flagellifera";"";"";"https://simbio.mma.gob.cl/Especies/Details/47";
"Animalia";"Amastigia benemunita";"";"";"https://simbio.mma.gob.cl/Especies/Details/48";
"Animalia";"Lacerna eatoni";"";"";"https://simbio.mma.gob.cl/Especies/Details/49";
"Animalia";"Lacerna hosteensis";"";"";"https://simbio.mma.gob.cl/Especies/Details/50";
"Animalia";"Romancheina labiosa";"";"";"https://simbio.mma.gob.cl/Especies/Details/51";
"Animalia";"Fenestrulina majuscula";"";"";"https://simbio.mma.gob.cl/Especies/Details/52";
"Animalia";"Fenestrulina horrida";"";"";"https://simbio.mma.gob.cl/Especies/Details/53";
"Animalia";"Microporella hyadesi";"";"";"https://simbio.mma.gob.cl/Especies/Details/54";
"Animalia";"Microporella personata";"";"";"https://simbio.mma.gob.cl/Especies/Details/55";
"Animalia";"Adeonella fuegensis";"";"";"https://simbio.mma.gob.cl/Especies/Details/56";
"Animalia";"Adeonella patagonica";"";"";"https://simbio.mma.gob.cl/Especies/Details/57";
"Animalia";"Andreella megapora";"";"";"https://simbio.mma.gob.cl/Especies/Details/58";
"Animalia";"Osthimosia signata";"";"";"https://simbio.mma.gob.cl/Especies/Details/59";
"Animalia";"Osthimosia eatonensis";"";"";"https://simbio.mma.gob.cl/Especies/Details/60";
"Animalia";"Osthimosia bicornis";"";"";"https://simbio.mma.gob.cl/Especies/Details/61";
"Animalia";"Orthoporidroides erectus";"";"";"https://simbio.mma.gob.cl/Especies/Details/62";
"Animalia";"Orthoporidra petiolata";"";"";"https://simbio.mma.gob.cl/Especies/Details/63";
"Animalia";"Catadysis pygmaeum";"";"";"https://simbio.mma.gob.cl/Especies/Details/64";
"Animalia";"Schizoporella chondra";"";"";"https://simbio.mma.gob.cl/Especies/Details/65";
"Animalia";"Chaperiopsis propinqua";"";"";"https://simbio.mma.gob.cl/Especies/Details/66";
"Animalia";"Chaperiopsis cervicornis";"";"";"https://simbio.mma.gob.cl/Especies/Details/67";
"Animalia";"Chaperiopsis galeata";"";"";"https://simbio.mma.gob.cl/Especies/Details/68";
"Animalia";"Cylindroiulus britannicus";"";"";"https://simbio.mma.gob.cl/Especies/Details/69";
"Animalia";"Cylindroiulus latestriatus";"";"";"https://simbio.mma.gob.cl/Especies/Details/70";
"Animalia";"Blaniulus guttulatus";"";"";"https://simbio.mma.gob.cl/Especies/Details/71";
"Animalia";"Ologonosoma robustum";"";"";"https://simbio.mma.gob.cl/Especies/Details/72";
"Animalia";"Anaulacodesmus angolus";"";"";"https://simbio.mma.gob.cl/Especies/Details/73";
"Animalia";"Oxidus gracilis";"";"";"https://simbio.mma.gob.cl/Especies/Details/74";
"Animalia";"Monenchodesmus michaelseni";"";"";"https://simbio.mma.gob.cl/Especies/Details/75";
"Animalia";"Monenchodesmus inermis";"";"";"https://simbio.mma.gob.cl/Especies/Details/76";
"Animalia";"Tsagonus nahuelbutae";"";"";"https://simbio.mma.gob.cl/Especies/Details/77";
"Animalia";"Tsagonus concolor";"";"";"https://simbio.mma.gob.cl/Especies/Details/78";
"Animalia";"Brachydesmus superus";"";"";"https://simbio.mma.gob.cl/Especies/Details/79";
"Animalia";"Nannolene nigrescens";"";"";"https://simbio.mma.gob.cl/Especies/Details/80";
"Animalia";"Autostreptus chilensis";"";"";"https://simbio.mma.gob.cl/Especies/Details/81";
"Animalia";"Bairdoppilata hirsuta";"";"";"https://simbio.mma.gob.cl/Especies/Details/82";
"Animalia";"Poseidonamicus minor";"";"";"https://simbio.mma.gob.cl/Especies/Details/83";
"Animalia";"Macrocypridina castanea";"";"";"https://simbio.mma.gob.cl/Especies/Details/84";
"Animalia";"Bathyleberis grossmani";"";"";"https://simbio.mma.gob.cl/Especies/Details/85";
"Animalia";"Carduiceps zonarius";"";"";"https://simbio.mma.gob.cl/Especies/Details/86";
"Animalia";"Pelmatocerandra setosa";"";"";"https://simbio.mma.gob.cl/Especies/Details/87";
"Animalia";"Degeeriella rufa";"";"";"https://simbio.mma.gob.cl/Especies/Details/88";
"Animalia";"Lunaceps limosella";"";"";"https://simbio.mma.gob.cl/Especies/Details/89";
"Animalia";"Hoplopleura andina";"";"";"https://simbio.mma.gob.cl/Especies/Details/90";
"Animalia";"Austromenopon popellus";"";"";"https://simbio.mma.gob.cl/Especies/Details/91";
"Animalia";"Cicindela trifasciata";"";"";"https://simbio.mma.gob.cl/Especies/Details/92";
"Animalia";"Liodessus obscurellus";"";"";"https://simbio.mma.gob.cl/Especies/Details/93";
"Animalia";"Nicrophorus chilensis";"";"";"https://simbio.mma.gob.cl/Especies/Details/94";
"Animalia";"Creophilus erythrocephalus";"";"";"https://simbio.mma.gob.cl/Especies/Details/95";
"Animalia";"Creophilus maxillosus";"";"";"https://simbio.mma.gob.cl/Especies/Details/96";
"Animalia";"Oxytelus sculptus";"";"";"https://simbio.mma.gob.cl/Especies/Details/97";
"Animalia";"Protosphindus chilensis";"";"";"https://simbio.mma.gob.cl/Especies/Details/98";
"Animalia";"Hippodamia variegata";"";"";"https://simbio.mma.gob.cl/Especies/Details/99";
"Animalia";"Adalia bipunctata";" Chinita de dos puntos";"";"https://simbio.mma.gob.cl/Especies/Details/100";
"Animalia";"Cycloneda sanguinea";"";"";"https://simbio.mma.gob.cl/Especies/Details/101";
"Animalia";"Harmonia quadripunctata";"";"";"https://simbio.mma.gob.cl/Especies/Details/102";
"Animalia";"Cheilomenes sexmaculata";"";"";"https://simbio.mma.gob.cl/Especies/Details/103";
"Animalia";"Cryptolaemus montrouzieri";"Mealybug distroyer";"";"https://simbio.mma.gob.cl/Especies/Details/104";
"Animalia";"Carpophilus hemipterus";"";"";"https://simbio.mma.gob.cl/Especies/Details/105";
"Animalia";"Alphitobius diaperinus";"";"";"https://simbio.mma.gob.cl/Especies/Details/106";
"Animalia";"Chrysolina quadrigemina";"Sin nombre común";"";"https://simbio.mma.gob.cl/Especies/Details/107";
"Animalia";"Xanthogaleruca luteola";"Vaquita del olmo";"";"https://simbio.mma.gob.cl/Especies/Details/108";
"Animalia";"Macrodactylus farinosus";"";"";"https://simbio.mma.gob.cl/Especies/Details/109";
"Animalia";"Dihymenonyx suboblongus";"";"";"https://simbio.mma.gob.cl/Especies/Details/110";
"Animalia";"Dihymenonyx micropterus";"";"";"https://simbio.mma.gob.cl/Especies/Details/111";
"Animalia";"Modialis prasinella";"";"";"https://simbio.mma.gob.cl/Especies/Details/112";
"Animalia";"Sericoides viridis";"";"";"https://simbio.mma.gob.cl/Especies/Details/113";
"Animalia";"Sericoides comata";"";"";"https://simbio.mma.gob.cl/Especies/Details/114";
"Animalia";"Sericoides striata";"";"";"https://simbio.mma.gob.cl/Especies/Details/115";
"Animalia";"Sericoides chlorosticta";"";"";"https://simbio.mma.gob.cl/Especies/Details/116";
"Animalia";"Sericoides variegata";"";"";"https://simbio.mma.gob.cl/Especies/Details/117";
"Animalia";"Sericoides pubescens";"";"";"https://simbio.mma.gob.cl/Especies/Details/118";
"Animalia";"Liogenys kuntzeni";"";"";"https://simbio.mma.gob.cl/Especies/Details/119";
"Animalia";"Pacuvia castanea";"";"";"https://simbio.mma.gob.cl/Especies/Details/120";
"Animalia";"Pseudodicrania aeneobrunnea";"";"";"https://simbio.mma.gob.cl/Especies/Details/121";
"Animalia";"Phytholaema dilutipes";"";"";"https://simbio.mma.gob.cl/Especies/Details/122";
"Animalia";"Phytholaema herrmanni";"";"";"https://simbio.mma.gob.cl/Especies/Details/123";
"Animalia";"Phytholaema mutabilis";"";"";"https://simbio.mma.gob.cl/Especies/Details/124";
"Animalia";"Luispenaia paradoxa";"";"";"https://simbio.mma.gob.cl/Especies/Details/125";
"Animalia";"Ampliodactylus marmoratus";"";"";"https://simbio.mma.gob.cl/Especies/Details/126";
"Animalia";"Pusiodactylus mondacai";"";"";"https://simbio.mma.gob.cl/Especies/Details/127";
"Animalia";"Calamosternus granarius";"";"";"https://simbio.mma.gob.cl/Especies/Details/128";
"Animalia";"Pseudopodotenus fulviventris";"";"";"https://simbio.mma.gob.cl/Especies/Details/129";
"Animalia";"Lichnia limbata";"";"";"https://simbio.mma.gob.cl/Especies/Details/130";
"Animalia";"Germarostes posticus";"";"";"https://simbio.mma.gob.cl/Especies/Details/131";
"Animalia";"Golofa minuta";"";"";"https://simbio.mma.gob.cl/Especies/Details/132";
"Animalia";"Protaetia orientalis";"";"";"https://simbio.mma.gob.cl/Especies/Details/133";
"Animalia";"Frickius variolosus";"";"";"https://simbio.mma.gob.cl/Especies/Details/134";
"Animalia";"Taurocerastes patagonicus";"";"";"https://simbio.mma.gob.cl/Especies/Details/135";
"Animalia";"Bolborhinum trilobulicorne";"";"En Peligro (EN)";"https://simbio.mma.gob.cl/Especies/Details/136";
"Animalia";"Bolborhinum geotrupoides";"";"";"https://simbio.mma.gob.cl/Especies/Details/137";
"Animalia";"Scybalophagus rugosus";"";"";"https://simbio.mma.gob.cl/Especies/Details/138";
"Animalia";"Sulcophanaeus imperator";"";"";"https://simbio.mma.gob.cl/Especies/Details/139";
"Animalia";"Digitonthophagus gazella";"";"";"https://simbio.mma.gob.cl/Especies/Details/140";
"Animalia";"Polynoncus longitarsis";"";"";"https://simbio.mma.gob.cl/Especies/Details/141";
"Animalia";"Polynoncus brevicollis";"";"";"https://simbio.mma.gob.cl/Especies/Details/142";
"Animalia";"Polynoncus bullatus";"";"";"https://simbio.mma.gob.cl/Especies/Details/143";
"Animalia";"Anobium punctatum";"";"";"https://simbio.mma.gob.cl/Especies/Details/144";
"Animalia";"Stegobium paniceum";"";"";"https://simbio.mma.gob.cl/Especies/Details/145";
"Animalia";"Anthrenus verbasci";"";"";"https://simbio.mma.gob.cl/Especies/Details/146";
"Animalia";"Trogoderma angustum";"";"";"https://simbio.mma.gob.cl/Especies/Details/147";
"Animalia";"Prolixocupes latreillei";"";"";"https://simbio.mma.gob.cl/Especies/Details/148";
"Animalia";"Hephaestion corralensis";"";"";"https://simbio.mma.gob.cl/Especies/Details/149";
"Animalia";"Hephaestion pallidicornis";"";"";"https://simbio.mma.gob.cl/Especies/Details/150";
"Animalia";"Hephaestion auratum";"";"";"https://simbio.mma.gob.cl/Especies/Details/151";
"Animalia";"Hephaestion bullocki";"";"";"https://simbio.mma.gob.cl/Especies/Details/152";
"Animalia";"Hephaestion ocreatum";"";"";"https://simbio.mma.gob.cl/Especies/Details/153";
"Animalia";"Abyarachryson signaticolle";"";"";"https://simbio.mma.gob.cl/Especies/Details/154";
"Animalia";"Acalodegma vidali";"";"En Peligro (EN)";"https://simbio.mma.gob.cl/Especies/Details/155";
"Animalia";"Acalodegma servillei";"";"";"https://simbio.mma.gob.cl/Especies/Details/156";
"Animalia";"Microplophorus magellanicus";"Taladro de Magallanes";"Preocupación menor (LC)";"https://simbio.mma.gob.cl/Especies/Details/157";
"Animalia";"Oectropsis pusillus";"";"";"https://simbio.mma.gob.cl/Especies/Details/158";
"Animalia";"Neholopterus antarcticus";"";"";"https://simbio.mma.gob.cl/Especies/Details/159";
"Animalia";"Syllitus elguetai";"";"";"https://simbio.mma.gob.cl/Especies/Details/160";
"Animalia";"Syllitus beltrani";"";"";"https://simbio.mma.gob.cl/Especies/Details/161";
"Animalia";"Oxypeltus quadrispinosus";"";"";"https://simbio.mma.gob.cl/Especies/Details/162";
"Animalia";"Tacyba tenuis";"";"";"https://simbio.mma.gob.cl/Especies/Details/163";
"Animalia";"Cheloderus penai";"";"";"https://simbio.mma.gob.cl/Especies/Details/164";
"Animalia";"Cheloderus childreni";"Coleóptero de la luma";"Preocupación menor (LC)";"https://simbio.mma.gob.cl/Especies/Details/165";
"Animalia";"Chenoderus tricolor";"";"";"https://simbio.mma.gob.cl/Especies/Details/166";
"Animalia";"Chenoderus bicolor";"";"";"https://simbio.mma.gob.cl/Especies/Details/167";
"Animalia";"Chenoderus testaceus";"";"";"https://simbio.mma.gob.cl/Especies/Details/168";
"Animalia";"Chiasmetes limae";"";"";"https://simbio.mma.gob.cl/Especies/Details/169";
"Animalia";"Unabiara collaris";"";"";"https://simbio.mma.gob.cl/Especies/Details/170";
"Animalia";"Vilchesia valenciai";"";"";"https://simbio.mma.gob.cl/Especies/Details/171";
"Animalia";"Phoracantha semipunctata";"Taladro del eucalipto";"";"https://simbio.mma.gob.cl/Especies/Details/172";
"Animalia";"Phoracantha recurva";"Taladrador del Eucalyptus";"";"https://simbio.mma.gob.cl/Especies/Details/173";
"Animalia";"Achryson philippii";"";"";"https://simbio.mma.gob.cl/Especies/Details/174";
"Animalia";"Acutandra araucana";"";"";"https://simbio.mma.gob.cl/Especies/Details/175";
"Animalia";"Achenoderus octomaculatus";"";"";"https://simbio.mma.gob.cl/Especies/Details/176";
"Animalia";"Phymatioderus bizonatus";"";"";"https://simbio.mma.gob.cl/Especies/Details/177";
"Animalia";"Xenocompsa flavonitida";"";"";"https://simbio.mma.gob.cl/Especies/Details/178";
"Animalia";"Xenocompsa semipolita";"";"";"https://simbio.mma.gob.cl/Especies/Details/179";
"Animalia";"Lautarus concinnus";"Taladro del hualle";"Preocupación menor (LC)";"https://simbio.mma.gob.cl/Especies/Details/180";
"Animalia";"Grammicosum flavofasciatum";"";"";"https://simbio.mma.gob.cl/Especies/Details/181";
"Animalia";"Thrichocalydon havrylenkoi";"";"";"https://simbio.mma.gob.cl/Especies/Details/182";
"Animalia";"Azygocera picturata";"";"";"https://simbio.mma.gob.cl/Especies/Details/183";
"Animalia";"Estola kuscheli";"";"";"https://simbio.mma.gob.cl/Especies/Details/184";
"Animalia";"Estola hirsutella";"";"";"https://simbio.mma.gob.cl/Especies/Details/185";
"Animalia";"Emphytoecia alboliturata";"";"";"https://simbio.mma.gob.cl/Especies/Details/186";
"Animalia";"Emphytoecia suturella";"";"";"https://simbio.mma.gob.cl/Especies/Details/187";
"Animalia";"Emphytoecia dimidiata";"";"";"https://simbio.mma.gob.cl/Especies/Details/188";
"Animalia";"Emphytoecia lineolata";"";"";"https://simbio.mma.gob.cl/Especies/Details/189";
"Animalia";"Adalbus crassicornis";"";"";"https://simbio.mma.gob.cl/Especies/Details/190";
"Animalia";"Neocolobura alboplagiata";"";"";"https://simbio.mma.gob.cl/Especies/Details/191";
"Animalia";"Paroectropsis decoratus";"";"";"https://simbio.mma.gob.cl/Especies/Details/192";
"Animalia";"Eryphus laetus";"";"";"https://simbio.mma.gob.cl/Especies/Details/193";
"Animalia";"Eryphus bipunctatus";"";"";"https://simbio.mma.gob.cl/Especies/Details/194";
"Animalia";"Neohebestola humeralis";"";"";"https://simbio.mma.gob.cl/Especies/Details/195";
"Animalia";"Planopus laniniensis";"";"";"https://simbio.mma.gob.cl/Especies/Details/196";
"Animalia";"Neohoplonotus spiniferus";"";"";"https://simbio.mma.gob.cl/Especies/Details/197";
"Animalia";"Brachychilus lituratus";"";"";"https://simbio.mma.gob.cl/Especies/Details/198";
"Animalia";"Brachychilus scutellaris";"";"";"https://simbio.mma.gob.cl/Especies/Details/199";
"Animalia";"Tuberopeplus chilensis";"";"";"https://simbio.mma.gob.cl/Especies/Details/200";
"Animalia";"Epipodocarpus andinus";"";"";"https://simbio.mma.gob.cl/Especies/Details/201";
"Animalia";"Aconopteroides laevipennis";"";"";"https://simbio.mma.gob.cl/Especies/Details/202";
"Animalia";"Stenorhopalus virescens";"";"";"https://simbio.mma.gob.cl/Especies/Details/203";
"Animalia";"Stenorhopalus valdiviensis";"";"";"https://simbio.mma.gob.cl/Especies/Details/204";
"Animalia";"Stenorhopalus gracilis";"";"";"https://simbio.mma.gob.cl/Especies/Details/205";
"Animalia";"Stenorhopalus rubriceps";"";"";"https://simbio.mma.gob.cl/Especies/Details/206";
"Animalia";"Stenorhopalus gracilipes";"";"";"https://simbio.mma.gob.cl/Especies/Details/207";
"Animalia";"Stenorhopalus lepturoides";"";"";"https://simbio.mma.gob.cl/Especies/Details/208";
"Animalia";"Huequenia araucana";"";"";"https://simbio.mma.gob.cl/Especies/Details/209";
"Animalia";"Huequenia livida";"";"";"https://simbio.mma.gob.cl/Especies/Details/210";
"Animalia";"Callisphyris ficheti";"Sierra del orocoipo";"En peligro crítico (CR)";"https://simbio.mma.gob.cl/Especies/Details/211";
"Animalia";"Callisphyris leptopus";"";"";"https://simbio.mma.gob.cl/Especies/Details/212";
"Animalia";"Callisphyris apicicornis";"";"";"https://simbio.mma.gob.cl/Especies/Details/213";
"Animalia";"Callisphyris fritzi";"";"";"https://simbio.mma.gob.cl/Especies/Details/214";
"Animalia";"Callisphyris macropus";"";"";"https://simbio.mma.gob.cl/Especies/Details/215";
"Animalia";"Callisphyris odyneroides";"";"";"https://simbio.mma.gob.cl/Especies/Details/216";
"Animalia";"Callisphyris rufiventer";"";"";"https://simbio.mma.gob.cl/Especies/Details/217";
"Animalia";"Paraholopterus nahuelbutensis";"";"En peligro crítico (CR)";"https://simbio.mma.gob.cl/Especies/Details/218";
"Animalia";"Cotyachryson inspergatus";"";"";"https://simbio.mma.gob.cl/Especies/Details/219";
"Animalia";"Cotyachryson sulcicorne";"";"";"https://simbio.mma.gob.cl/Especies/Details/220";
"Animalia";"Aconopterus cristatipennis";"";"";"https://simbio.mma.gob.cl/Especies/Details/221";
"Animalia";"Saepiseuthes obliquatus";"";"";"https://simbio.mma.gob.cl/Especies/Details/222";
"Animalia";"Necrobia rufipes";"";"";"https://simbio.mma.gob.cl/Especies/Details/223";
"Animalia";"Neophengus penai";"";"";"https://simbio.mma.gob.cl/Especies/Details/224";
"Animalia";"Dicordylus argus";"";"";"https://simbio.mma.gob.cl/Especies/Details/225";
"Animalia";"Dicordylus binotatus";"";"";"https://simbio.mma.gob.cl/Especies/Details/226";
"Animalia";"Dicordylus annulifera";"";"";"https://simbio.mma.gob.cl/Especies/Details/227";
"Animalia";"Minurus testaceus";"";"";"https://simbio.mma.gob.cl/Especies/Details/228";
"Animalia";"Opisolia lenis";"";"";"https://simbio.mma.gob.cl/Especies/Details/229";
"Animalia";"Sphenophorus brunnipennis";"";"";"https://simbio.mma.gob.cl/Especies/Details/230";
"Animalia";"Xylechinosomus valdivianus";"";"";"https://simbio.mma.gob.cl/Especies/Details/231";
"Animalia";"Rhyephenes maillei";"";"";"https://simbio.mma.gob.cl/Especies/Details/232";
"Animalia";"Rhyephenes squamiger";"";"";"https://simbio.mma.gob.cl/Especies/Details/233";
"Animalia";"Anaballus cristatiger";"";"";"https://simbio.mma.gob.cl/Especies/Details/234";
"Animalia";"Cylydrorhinus angulatus";"";"";"https://simbio.mma.gob.cl/Especies/Details/235";
"Animalia";"Juanorhinus robinsoni";"";"";"https://simbio.mma.gob.cl/Especies/Details/236";
"Animalia";"Sinophloeus porteri";"";"";"https://simbio.mma.gob.cl/Especies/Details/237";
"Animalia";"Sinophloeus destructor";"";"";"https://simbio.mma.gob.cl/Especies/Details/238";
"Animalia";"Otiorhynchus sulcatus";"Gorgojo de los invernaderos";"";"https://simbio.mma.gob.cl/Especies/Details/239";
"Animalia";"Cholus tenuis";"";"";"https://simbio.mma.gob.cl/Especies/Details/240";
"Animalia";"Tartarisus signatipennis";"";"";"https://simbio.mma.gob.cl/Especies/Details/241";
"Animalia";"Gonipterus platensis";"Gorgojo del eucalipto";"";"https://simbio.mma.gob.cl/Especies/Details/242";
"Animalia";"Naupactus leucoloma";"";"";"https://simbio.mma.gob.cl/Especies/Details/243";
"Animalia";"Naupactus xanthographus";"Burrito de los frutales";"";"https://simbio.mma.gob.cl/Especies/Details/244";
"Animalia";"Acalles poverus";"";"";"https://simbio.mma.gob.cl/Especies/Details/245";
"Animalia";"Acalles varius";"";"";"https://simbio.mma.gob.cl/Especies/Details/246";
"Animalia";"Acalles rotundatus";"";"";"https://simbio.mma.gob.cl/Especies/Details/247";
"Animalia";"Acalles lineolatus";"";"";"https://simbio.mma.gob.cl/Especies/Details/248";
"Animalia";"Sysciophthalmus bruchi";"";"";"https://simbio.mma.gob.cl/Especies/Details/249";
"Animalia";"Platyaspistes glaucus";"";"";"https://simbio.mma.gob.cl/Especies/Details/250";
"Animalia";"Gnathotrupes longipennis";"";"";"https://simbio.mma.gob.cl/Especies/Details/251";
"Animalia";"Aegorhinus phaleratus";"";"";"https://simbio.mma.gob.cl/Especies/Details/252";
"Animalia";"Megalometis spinifer";"";"";"https://simbio.mma.gob.cl/Especies/Details/253";
"Animalia";"Hylurgonotus solidus";"";"";"https://simbio.mma.gob.cl/Especies/Details/254";
"Animalia";"Hylurgonotus tuberculatus";"";"";"https://simbio.mma.gob.cl/Especies/Details/255";
"Animalia";"Hylurgonotus antipodus";"";"";"https://simbio.mma.gob.cl/Especies/Details/256";
"Animalia";"Dasydema hirtella";"";"";"https://simbio.mma.gob.cl/Especies/Details/257";
"Animalia";"Ametastegia glabrata";"Mosca sierra de los frutos";"";"https://simbio.mma.gob.cl/Especies/Details/258";
"Animalia";"Caliroa cerasi";"";"";"https://simbio.mma.gob.cl/Especies/Details/259";
"Animalia";"Dinocampus coccinellae";"";"";"https://simbio.mma.gob.cl/Especies/Details/260";
"Animalia";"Blacus chilensis";"";"";"https://simbio.mma.gob.cl/Especies/Details/261";
"Animalia";"Chelonus chilensis";"";"";"https://simbio.mma.gob.cl/Especies/Details/262";
"Animalia";"Biosteres vitalcensis";"";"";"https://simbio.mma.gob.cl/Especies/Details/263";
"Animalia";"Opius eurytenoides";"";"";"https://simbio.mma.gob.cl/Especies/Details/264";
"Animalia";"Opius chilensis";"";"";"https://simbio.mma.gob.cl/Especies/Details/265";
"Animalia";"Sussaba ruida";"";"";"https://simbio.mma.gob.cl/Especies/Details/266";
"Animalia";"Tatogaster nigra";"";"";"https://simbio.mma.gob.cl/Especies/Details/267";
"Animalia";"Chineater masneri";"";"";"https://simbio.mma.gob.cl/Especies/Details/268";
"Animalia";"Megarhyssa nortoni";"Avispa parasitoide";"";"https://simbio.mma.gob.cl/Especies/Details/269";
"Animalia";"Megarhyssa praecellens";"Parasitoide de la avispa de la madera";"";"https://simbio.mma.gob.cl/Especies/Details/270";
"Animalia";"Dotocryptus bellicosus";"";"";"https://simbio.mma.gob.cl/Especies/Details/271";
"Animalia";"Dotocryptus pedisequus";"";"";"https://simbio.mma.gob.cl/Especies/Details/272";
"Animalia";"Trachysphyrus agenor";"";"";"https://simbio.mma.gob.cl/Especies/Details/273";
"Animalia";"Trachysphyrus irinus";"";"";"https://simbio.mma.gob.cl/Especies/Details/274";
"Animalia";"Lepidura collaris";"";"";"https://simbio.mma.gob.cl/Especies/Details/275";
"Animalia";"Picrocryptoides hesperios";"";"";"https://simbio.mma.gob.cl/Especies/Details/276";
"Animalia";"Mischocyttarus rotundicollis";"";"";"https://simbio.mma.gob.cl/Especies/Details/277";
"Animalia";"Mischocyttarus drewseni";"";"";"https://simbio.mma.gob.cl/Especies/Details/278";
"Animalia";"Mischocyttarus wagneri";"";"";"https://simbio.mma.gob.cl/Especies/Details/279";
"Animalia";"Polistes versicolor";"";"";"https://simbio.mma.gob.cl/Especies/Details/280";
"Animalia";"Polistes buyssoni";"Avispa papelera";"";"https://simbio.mma.gob.cl/Especies/Details/281";
"Animalia";"Vespa orientalis";"";"";"https://simbio.mma.gob.cl/Especies/Details/282";
"Animalia";"Vespula germanica";"Chaqueta Amarilla";"";"https://simbio.mma.gob.cl/Especies/Details/283";
