Especie ID;Nombre científico ;Nombre común;Clase;RCE;Titular;Fuente;Link;Usa N. Científico;Usa N. Común;Alcance;Es protagonsita;Tono predominante;Tiene foto
111;Chileputo chilensis;Chanchito blanco de la araucaria;Insecta;EN ;;;;;;;;;
112;Chinchilla lanigera;Chinchilla costina;Mammalia;EN;;;;;;;;;
113;Chrysiptera rapanui;Mamata;Actinopterygii;EN;;;;;;;;;
114;Cnemalobus hirsutus;;Insecta;EN;;;;;;;;;
115;Cnemalobus nuria;;Insecta;EN;;;;;;;;;
116;Conognatha azarae fisheri;Balita, insecto joya de Fisher;Insecta;EN;;;;;;;;;
117;Conognatha leechi;Balita, insecto joya de Leech;Insecta;EN;;;;;;;;;
118;Diplomystes camposensis;Tollo;Actinopterygii;EN;;;;;;;;;
119;Diplomystes chilensis;Tollo de agua dulce;Actinopterygii;EN-RARA;;;;;;;;;
120;Diplomystes nahuelbutaensis;Tollo ;Actinopterygii;EN;;;;;;;;;
121;Enodisomacris curtipennis;"Langosta de alas cortas; langosta de Ureta; langosta de Lila; langosta de La Chimba
";Insecta;EN;;;;;;;;;
122;Erichius virgatus;Borrachito de Tolhuaca, borrachito listado de Tolhuaca;Insecta;EN;;;;;;;;;
123;Euathlus affinis;Tarántula afín de Santiago;Arachnida;EN;;;;;;;;;
124;Eupsophus altor;Rana de hojarasca de Oncol;Amphibia;EN;;;;;;;;;
125;Eupsophus contulmoensis;Sapo de Contulmo;Amphibia;EN;;;;;;;;;
126;Eupsophus insularis;Sapo de Isla Mocha;Amphibia;EN-RARA;;;;;;;;;
127;Eupsophus migueli;Sapo de Miguel;Amphibia;EN-RARA;;;;;;;;;
128;Eupsophus nahuelbutensis;Sapo de Nahuelbuta;Amphibia;EN-RARA;;;;;;;;;
129;Eupsophus septentrionalis;Ranita de Los Queules;Amphibia;EN;;;;;;;;;
130;Exallococcus laureliae;Cochinilla de fieltro (genérico);Insecta;EN;;;;;;;;;
131;Falco sparverius fernandenzis;Cernícalo de Juan Fernández;Aves;EN;;;;;;;;;
132;Fernandezia bulimoides;Caracol terrestre de Juan Fernández;Gastropoda;EN;;;;;;;;;
133;Fernandezia conifera;Caracol terrestre de Juan Fernández;Gastropoda;EN;;;;;;;;;
134;Fernandezia consimilis;Caracol terrestre de Juan Fernández;Gastropoda;EN;;;;;;;;;
135;Fernandezia cylindrella;Caracol terrestre de Juan Fernández;Gastropoda;EN;;;;;;;;;
136;Fernandezia diaphana;Caracol terrestre de Juan Fernández;Gastropoda;EN;;;;;;;;;
137;Fernandezia expansa;Caracol terrestre de Juan Fernández;Gastropoda;EN;;;;;;;;;
138;Fernandezia inornata;Caracol terrestre de Juan Fernández;Gastropoda;EN;;;;;;;;;
139;Fernandezia longa;Caracol terrestre de Juan Fernández;Gastropoda;EN;;;;;;;;;
140;Fernandezia philippiana;Caracol terrestre de Juan Fernández;Gastropoda;EN;;;;;;;;;
141;Fernandezia splendida;Caracol terrestre de Juan Fernández;Gastropoda;EN;;;;;;;;;
142;Fernandezia tryoni;Caracol terrestre de Juan Fernández;Gastropoda;EN;;;;;;;;;
143;Fernandezia wilsoni;Caracol terrestre de Juan Fernández;Gastropoda;EN;;;;;;;;;
144;Galaxias globiceps;Puye;Actinopterygii;EN-RARA;;;;;;;;;
145;Gyriosomus angustus;Vaquita del desierto de Paposo;Insecta;EN;;;;;;;;;
146;Heleobia ascotanensis;Caracol;Gastropoda;EN;;;;;;;;;
147;Henicotherus francisca;No conocido;Insecta;EN;;;;;;;;;
148;Homoeomma orellanai;Tarántula enana de penacho amarillo, araña pollito;Arachnida;EN;;;;;;;;;
149;Insuetophrynus acarpicus;Sapo ;Amphibia;EN-RARA;;;;;;;;;
150;Lasia pulla;Mosca colibrí enana;Insecta;EN;;;;;;;;;
151;Liolaemus buergeri;Lagartija de Bürger;Reptilia;EN;;;;;;;;;
152;Liolaemus carlosgarini;Lagartija de Garín;Reptilia;EN;;;;;;;;;
153;Liolaemus chillanensis;Lagarto de Chillán;Reptilia;EN;;;;;;;;;
154;Liolaemus fabiani;Lagartija de Fabián;Reptilia;EN;;;;;;;;;
155;Liolaemus foxi;Lagartija de Fox;Reptilia;EN;;;;;;;;;
156;Liolaemus frassinettii;Lagartija del Cerro Cantillana, lagarto de Frassinetti;Reptilia;EN;;;;;;;;;
157;Liolaemus leftrarui;Lagartija de Leftraru, Leftraru’s Lizard (Inglés);Reptilia;EN;;;;;;;;;
158;Liolaemus leopardinus;Lagarto leopardo;Reptilia;EN;;;;;;;;;
159;Liolaemus manueli;Lagartija de Manuel;Reptilia;EN;;;;;;;;;
160;Liolaemus nigrocoeruleus;Lagartija negro azulada, Black Bluish Lizard (Inglés);Reptilia;EN;;;;;;;;;
161;Liolaemus poconchilensis;Lagarto de Poconchile;Reptilia;EN;;;;;;;;;
162;Liolaemus scorialis;Lagarto del escorial, Slag Lizard (Inglés);Reptilia;EN;;;;;;;;;
163;Liolaemus septentrionalis;Lagartija pintada septentrional, Northern Painted Lizard (Inglés);Reptilia;EN;;;;;;;;;
164;Liolaemus ubaghsi;Lagarto leopardo de Ubaghs, Ubaghs’ Leopard Lizard (Inglés);Reptilia;EN;;;;;;;;;
165;Liolaemus villaricensis;Lagartija;Reptilia;EN;;;;;;;;;
166;Luispenaia paposo;Pololo de Paposo;Insecta;EN;;;;;;;;;
167;Lycalopex fulvipes;Zorro de Chiloé;Mammalia;EN;;;;;;;;;
168;Lynceus huentelauquensis;Camarón almeja de Huentelauquén;Branchiopoda;EN;;;;;;;;;
169;Mordacia lapicida;Lamprea de agua dulce;Cephalaspidomorphi;EN;;;;;;;;;
170;Nematogenys inermis;Bagre grande;Actinopterygii;EN;;;;;;;;;
171;Neuquenaphis staryi;"No tiene, se propone ""pulgón del Ruíl""";Insecta;EN;;;;;;;;;
172;Nycterinus angusticollis;Insecto joya;Insecta;EN;;;;;;;;;
173;Nycterinus borealis;Cucaracho negro;Insecta;EN;;;;;;;;;
174;Nycterinus mannerheimi;Tenebrio de Mannerheim, teatino de Mannerheim;Insecta;EN;;;;;;;;;
175;Oogenius castilloi;;Insecta;EN;;;;;;;;;
176;Oogenius penai;;Insecta;EN;;;;;;;;;
177;Orestias ascotanensis;Karachi, orestias;Actinopterygii;EN;;;;;;;;;
178;Orestias chungarensis;Karachi, orestias;Actinopterygii;EN;;;;;;;;;
179;Orestias laucaensis;Karachi, orestias;Actinopterygii;EN;;;;;;;;;
180;Orestias parinacotensis;Karachi, orestias;Actinopterygii;EN;;;;;;;;;
181;Paropisthopatus umbrinus;Gusano aterciopelado, onicóforo (genérico);Udeonycophora;EN;;;;;;;;;
182;Percilia gillissi;Carmelita;Actinopterygii;EN;;;;;;;;;
183;Percilia irwini;Carmelita de Concepción;Actinopterygii;EN;;;;;;;;;
184;Phyllopetalia altarensis;;Insecta;EN;;;;;;;;;
185;Phymaturus bibronii;Matuasto de Bibron;Reptilia;EN;;;;;;;;;
186;Phymaturus darwini;Matuasto de Darwin, lagarto de cola gruesa;Reptilia;EN;;;;;;;;;
187;Phymaturus maulense;Matuasto;Reptilia;EN;;;;;;;;;
188;Plectostylus araucanus;Caracol de árbol araucano, caracol de árbol;Gastropoda;EN;;;;;;;;;
189;Praocis aenea;Vaquita;Insecta;EN;;;;;;;;;
190;Praocis bicentenario;Vaquita del bicentenario;Insecta;EN;;;;;;;;;
191;Pristidactylus valeriae;Gruñidor de Valeria;Reptilia;EN;;;;;;;;;
192;Pristidactylus volcanensis;Gruñidor de El Volcán;Reptilia;EN;;;;;;;;;
193;Pterodroma externa;Fardela blanca de Juan Fernández, petrel de Juan Fernández;Aves;EN;;;;;;;;;
194;Pterodroma longirostris;Fardela de Más Afuera;Aves;EN;;;;;;;;;
195;Ptychodon oculta;Caracol terrestre Ptychodon;Gastropoda;EN;;;;;;;;;
196;Ptychodon skottsberg;Caracol terrestre Ptychodon;Gastropoda;EN;;;;;;;;;
197;Scotobius planicosta;;Insecta;EN;;;;;;;;;
198;Succinea fragilis;Caracol terrestre Succinea;Gastropoda;EN;;;;;;;;;
199;Succinea mamillata;Caracol terrestre Succinea;Gastropoda;EN;;;;;;;;;
200;Succinea pinguis;Caracol terrestre Succinea;Gastropoda;EN;;;;;;;;;
201;Telmatobius pefauri;Sapo de Pefaur;Amphibia;EN-RARA;;;;;;;;;
202;Telmatobius philippii;Sapo de Philippi;Amphibia;EN;;;;;;;;;
203;Telmatobius zapahuirensis;Sapo de Zapahuira;Amphibia;EN-RARA;;;;;;;;;
204;Telmatobufo ignotus;Rana montana de Los Queules;Amphibia;EN;;;;;;;;;
205;Telmatobufo venustus;Sapo hermoso;Amphibia;EN;;;;;;;;;
206;Tornatellina minuta;Caracol terrestre Tornatellina;Gastropoda;EN;;;;;;;;;
207;Trichomycterus chiltoni;Bagrecito;Actinopterygii;EN-RARA;;;;;;;;;
208;Trichomycterus chungaraensis;Bagrecito;Actinopterygii;EN-RARA;;;;;;;;;
209;Trichomycterus laucaensis;Bagrecito;Actinopterygii;EN;;;;;;;;;
210;Trichomycterus rivulatus;Bagrecito;Actinopterygii;EN-RARA;;;;;;;;;
211;Uretacris lilai;Langosta de Ureta, langosta de Lila, langosta de La Chimba;Insecta;EN;;;;;;;;;
212;Valdiviomyia gigantea;Mosca florícola valdiviana gigante;Insecta;EN;;;;;;;;;
213;Virilastacus rucapihuelensis;Camarón;Malacostraca;EN;;;;;;;;;
