position,title,source/name,source/icon,link,thumbnail,thumbnail_small,date,iso_date,source/authors/0
1,"Congreso Futuro: ""Newenche"", un huemul que reaviva las esperanzas de conservación",Cooperativa.cl,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.cooperativa.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",https://www.cooperativa.cl/noticias/sociedad/ciencia/congreso-futuro/congreso-futuro-newenche-un-huemul-que-reaviva-las-esperanzas-de/2026-04-19/121332.html,https://www.cooperativa.cl/noticias/site/artic/20260419/imag/foto_0000000120260419121332.jpg,https://news.google.com/api/attachments/CC8iK0NnNWZZMmxFYUY5UVQxUkhURUUwVFJDZkF4ampCU2dLTWdhbFZKQ05wUVk,"04/19/2026, 04:58 PM, +0000 UTC",2026-04-19T16:58:00Z,
2,Dispersión forzada y ausencia de planificación metapoblacional en la conservación del huemul,Universidad Austral de Chile,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://diario.uach.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",https://diario.uach.cl/dispersion-forzada-y-ausencia-de-planificacion-metapoblacional-en-la-conservacion-del-huemul/,https://diario.uach.cl/wp-content/uploads/2025/12/laboratorio-de-manejo-y-conserrvacion-de-vida-silvestre.jpeg,https://news.google.com/api/attachments/CC8iK0NnNW1kR1U0VW5CbllYRldlbmt4VFJEQ0F4aXBCU2dLTWdhVmxvNEtzZ1k,"12/29/2025, 08:00 AM, +0000 UTC",2025-12-29T08:00:00Z,
3,Protección del huemul en Ñuble,La Discusión,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://ladiscusion.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",https://ladiscusion.cl/proteccion-del-huemul-en-nuble/,https://ladiscusion.cl/wp-content/uploads/2025/08/WhatsApp-Image-2025-04-10-at-10.25.45-AM-1-642x423.webp,https://news.google.com/api/attachments/CC8iK0NnNVhhRTloVTAxblVYZElia3BOVFJDbkF4aUNCU2dLTWdZWmxaRHNPUVk,"08/12/2025, 07:00 AM, +0000 UTC",2025-08-12T07:00:00Z,
4,Senda del Huemul 2026 refuerza compromiso por la conservación en Parque Cerro Castillo,Diario Sostenible,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.diariosostenible.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",https://www.diariosostenible.cl/noticia/actualidad/2026/03/senda-del-huemul-2026-refuerza-compromiso-por-la-conservacion-en-parque-cerro-castillo,https://www.diariosostenible.cl/files/69b994899b13a_1200x719.jpg,https://news.google.com/api/attachments/CC8iI0NnNXliazFwTnkxWE9Fc3lkRVJUVFJDdEF4ak1CU2dLTWdB,"03/17/2026, 07:00 AM, +0000 UTC",2026-03-17T07:00:00Z,
5,"Nueva esperanza para el huemul: confirman subpoblación en Cabo Froward, el punto más austral del continente",Diario Sustentable,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.diariosustentable.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",https://www.diariosustentable.com/2025/07/nueva-esperanza-para-el-huemul-confirman-subpoblacion-en-cabo-froward-el-punto-mas-austral-del-continente/,https://i0.wp.com/www.diariosustentable.com/wp-content/uploads/2025/07/eduardo-hernandez-heli-huemul-cabo-froward-feb2025-huemul-DSC9953-2.jpg?fit=800%2C533&ssl=1&resize=350%2C200,https://news.google.com/api/attachments/CC8iK0NnNDRYMHhwVmpOQlJDMUhhVmw2VFJESUFSamVBaWdLTWdZZGtJZ0t0UU0,"07/07/2025, 07:00 AM, +0000 UTC",2025-07-07T07:00:00Z,
6,Inaugura primer centro de rescate del huemul del sur para proteger al ciervo más austral del mundo,El Mostrador,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.elmostrador.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",https://www.elmostrador.cl/agenda-pais/agenda-sustentable/2025/10/27/inaugura-primer-centro-de-rescate-del-huemul-del-sur-para-proteger-al-ciervo-mas-austral-del-mundo/,https://media-front.elmostrador.cl/2025/10/Editar-imagenes-4-10-700x350.png,https://news.google.com/api/attachments/CC8iI0NnNXRYMVExYWxZMU5FNXlaMHgxVFJEZUFoaThCU2dLTWdB,"10/27/2025, 07:00 AM, +0000 UTC",2025-10-27T07:00:00Z,
7,Senda del Huemul 2026 refuerza compromiso por la conservación en Parque Cerro Castillo,Diario Regional Aysén,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.diarioregionalaysen.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",https://www.diarioregionalaysen.cl/noticia/diario-sostenible/2026/03/senda-del-huemul-2026-refuerza-compromiso-por-la-conservacion-en-parque-cerro-castillo,https://www.diarioregionalaysen.cl/files/69bac31188b49_1200x719.jpg,https://news.google.com/api/attachments/CC8iK0NnNXZaV3RDTkVOSmRsWnlSRlpzVFJDdEF4ak1CU2dLTWdZaFVKS3RwUWM,"03/18/2026, 07:00 AM, +0000 UTC",2026-03-18T07:00:00Z,
8,Chile y Argentina se unen por el repoblamiento del huemul: encuentro binacional en Huilo Huilo,Noticias Ambientales,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://noticiasambientales.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",https://noticiasambientales.com/animales/chile-y-argentina-se-unen-por-el-repoblamiento-del-huemul-encuentro-binacional-en-huilo-huilo/,https://storage.googleapis.com/media-cloud-na/2025/09/Repoblamiento-del-Huemul.jpg.webp,https://news.google.com/api/attachments/CC8iI0NnNXlVazh4TjJReVNrWjNURlJrVFJERUF4aW1CU2dLTWdB,"09/09/2025, 07:00 AM, +0000 UTC",2025-09-09T07:00:00Z,
9,Descubren nueva subpoblación de huemul en la Patagonia chilena: esperanza para su conservación,Sabes.cl,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://sabes.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",https://sabes.cl/2025/08/17/descubren-nueva-subpoblacion-de-huemul-en-la-patagonia-chilena-esperanza-para-su-conservacion/,https://assets.ondapress.com/sabescl/2025/08/sabes-461755446744-1200x630.jpg,https://news.google.com/api/attachments/CC8iI0NnNTBNRUZ2Y1haVldEWjNUMEZmVFJDUkF4ajhCU2dLTWdB,"08/17/2025, 07:00 AM, +0000 UTC",2025-08-17T07:00:00Z,
10,Newenche: La historia del huemul que cruzó el primer corredor biológico entre Chile y Argentina,Cooperativa Ciencia,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.cooperativaciencia.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",https://www.cooperativaciencia.cl/medio-ambiente/2025/07/25/newenche-el-huemul-que-cruzo-el-primer-corredor-biologico-entre-chile-y-argentina/,https://www.cooperativaciencia.cl/wp-content/uploads/2025/07/Foto-14-768x432.jpg,https://news.google.com/api/attachments/CC8iJ0NnNHhUR2RvV1dWRGJXUTNXbXA1VFJDZkF4ampCU2dLTWdNSk9SRQ,"07/25/2025, 07:00 AM, +0000 UTC",2025-07-25T07:00:00Z,
