position,title,source/name,source/icon,source/authors/0,link,thumbnail,thumbnail_small,date,iso_date
14,Iniciativa promoverá la conservación del pingüino de Humboldt en comunidades costeras,TVU | Televisión Universidad de Concepción,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.tvu.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://www.tvu.cl/prensa/2026/04/09/iniciativa-promovera-la-conservacion-del-pinguino-de-humboldt-en-comunidades-costeras.html,https://assets.tvu.cl/2026/04/Iniciativa-busca-promover-la-conservaci%C3%B3n-del-ping%C3%BCino-de-Humboldt-en-comunidades-costeras-del-Biob%C3%ADo-850x400.png,https://news.google.com/api/attachments/CC8iK0NnNWtjRzR3YzA1MlJWaHlWVWRYVFJEOEFoaW5CaWdLTWdZUklZUkpJUVE,"04/09/2026, 07:00 AM, +0000 UTC",2026-04-09T07:00:00Z
15,Especialistas UdeC analizan impacto ambiental que pone en riesgo al pingüino de Humboldt,Noticias UdeC,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://noticias.udec.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://noticias.udec.cl/especialistas-udec-analizan-impacto-ambiental-que-pone-en-riesgo-al-pinguino-de-humboldt/,https://noticias.udec.cl/wp-content/uploads/2025/11/Pinguinos-hum2-e1762524222486-1024x684.jpeg,https://news.google.com/api/attachments/CC8iK0NnNTBjSHBsVVZacGNVaElkM1JEVFJERUF4aW1CU2dLTWdhVk1wQ01vUVk,"11/07/2025, 08:00 AM, +0000 UTC",2025-11-07T08:00:00Z
16,Uno de los últimos refugios del Pingüino de Humboldt que debes visitar el 2026,Chile Travel,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://chile.travel&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://chile.travel/blog/uno-de-los-ultimos-refugios-del-pinguino-de-humboldt-que-debes-visitar-el-2026/,https://chile.travel/wp-content/uploads/2026/01/cd45ec67-chanaral-de-aceituno-humboldt-300x158.jpg,https://news.google.com/api/attachments/CC8iK0NnNTRZa280VVd4YWRIQmthRXhTVFJDZUFSaXNBaWdLTWdhbEJZWHNYUUk,"12/19/2025, 08:00 AM, +0000 UTC",2025-12-19T08:00:00Z
17,"Contra ranita de Darwin, pingüino de Humboldt y áreas protegidas: Kast defiende retiro de 43 decretos medioambientales",Interferencia |,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://interferencia.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://interferencia.cl/articulos/contra-ranita-de-darwin-pinguino-de-humboldt-y-areas-protegidas-kast-defiende-retiro-de-43,https://interferencia.cl/sites/default/files/styles/article/public/kast-vs-el-pinguino-de-humboldt-y-la-ranita-de-darwin.png?itok=RNbWiafu,https://news.google.com/api/attachments/CC8iK0NnNUlUMEp1WTJkSGVYUTVTRTA0VFJDUUF4al9CU2dLTWdZZFVJSUxwZ2c,"03/18/2026, 07:00 AM, +0000 UTC",2026-03-18T07:00:00Z
18,El pingüino de Humboldt es declarado Monumento Natural de Chile,ELPINGUINO.COM,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.elpinguino.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://www.elpinguino.com/noticia/2026/02/16/el-pinguino-de-humboldt-es-declarado-monumento-natural-de-chile,https://elpinguino.com/uploads/images/large/3aaa3e5b32bdda99079dc312cba75fb2.jpg,https://news.google.com/api/attachments/CC8iK0NnNVhiazE1Wkd4blJuQnBkVmhMVFJEU0F4aVRCU2dLTWdZWklwQXFtZ2s,"02/16/2026, 08:00 AM, +0000 UTC",2026-02-16T08:00:00Z
19,"Oceana: Los pingüinos de Humboldt ""están en peligro"", no tienen el mismo tiempo que los gobiernos",Universidad de Chile,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://radio.uchile.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Constanza Vargas Castillo,https://radio.uchile.cl/2026/03/19/oceana-los-pinguinos-de-humboldt-estan-en-peligro-no-tienen-el-mismo-tiempo-que-los-gobiernos/,https://uchile-media-storage.nyc3.cdn.digitaloceanspaces.com/2026/03/Ping%C3%BCino-de-Humboldt.jpg,https://news.google.com/api/attachments/CC8iJ0NnNTVkRlZWV21SeFlXMHlkV1ZSVFJDMUF4aTlCU2dLTWdNUnNBSQ,"03/19/2026, 07:00 AM, +0000 UTC",2026-03-19T07:00:00Z
20,"Experto advierte qué pasaría si se extingue el pingüino de Humboldt: ""Sería un tremendo impacto""",BioBioChile,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.biobiochile.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Sara Jerez,https://www.biobiochile.cl/noticias/ciencia-y-tecnologia/medio-ambiente-cyt/2026/03/18/experto-advierte-que-pasaria-si-se-extingue-el-pinguino-de-humboldt-seria-un-tremendo-impacto.shtml,https://media.biobiochile.cl/wp-content/uploads/2026/03/pinguino-de-humboldt-2-750x400.jpg,https://news.google.com/api/attachments/CC8iL0NnNHRlbWszWTBRd1RGTkRkekJpVFJDUUF4anVCU2dLTWdrQlVJcUZQS1VsS2dJ,"03/18/2026, 07:00 AM, +0000 UTC",2026-03-18T07:00:00Z
21,"El pingüino de Humboldt, en riesgo de extinción",dw.com,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.dw.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://www.dw.com/es/ping%C3%BCino-de-humboldt-en-la-temida-lista-de-especies-en-extinci%C3%B3n/video-76182080,https://static.dw.com/image/76032499_804.jpg,https://news.google.com/api/attachments/CC8iK0NnNUNlRVJJTWxaMU1sOUljRzFDVFJDcUJCaXFCQ2dLTWdZcE5JcVBIUWs,"03/02/2026, 08:00 AM, +0000 UTC",2026-03-02T08:00:00Z
22,Pingüino de Humboldt pasa a “en peligro” en Chile y alerta a especialistas,ELPINGUINO.COM,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://elpinguino.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://elpinguino.com/noticia/2025/10/24/pinguino-de-humboldt-pasa-a-en-peligro-en-chile-y-alerta-a-especialistas,https://elpinguino.com/uploads/images/large/e2e898cf228848e7bcad90ebca4a3537.jpg,https://news.google.com/api/attachments/CC8iK0NnNVlSVE4wY2xoM01XWnZRM2xXVFJDOUFSaUxBaWdCTWdhbFE0ck9IUWs,"10/24/2025, 07:00 AM, +0000 UTC",2025-10-24T07:00:00Z
23,¡Últimos días! El pingüino de Humboldt necesita tu ayuda: Así puedes apoyar su declaratoria como Monumento Natural de Chile,Ladera Sur,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://laderasur.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://laderasur.com/articulo/ultimos-dias-el-pinguino-de-humboldt-necesita-tu-ayuda-asi-puedes-apoyar-su-declaratoria-como-monumento-natural-de-chile/,https://laderasur.com/wp-content/uploads/2026/01/pinguino-humbold.jpeg,https://news.google.com/api/attachments/CC8iK0NnNUJjMlI1VEZwa1FpMDJVV1JFVFJDV0JCaS1CQ2dLTWdhWlVveU1xUVU,"01/28/2026, 05:02 PM, +0000 UTC",2026-01-28T17:02:43Z
24,Declaran al pingüino de Humboldt como Monumento Natural: ¿qué implica esta categoría?,Teletrece,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.t13.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://www.t13.cl/noticia/nacional/declaran-al-pinguino-humboldt-como-monumento-natural-implica-esta-categoria-15-2-2026,https://s.t13.cl/sites/default/files/styles/manualcrop_1600x800/public/t13/field-imagen/2026-02/A_UNO_223101.jpg.jpeg?itok=gv3yxZy7,https://news.google.com/api/attachments/CC8iK0NnNTFRV3BRY0cwM2VucHZkbGN4VFJDZkF4ampCU2dLTWdhbEVZb3dtUWc,"02/15/2026, 08:00 AM, +0000 UTC",2026-02-15T08:00:00Z
25,"Experto y retiro de decreto que protegía al pingüino de Humboldt: ""argumentos eran bastante sólidos""",BioBioChile,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.biobiochile.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Ignacio Hermosilla Portales,https://www.biobiochile.cl/noticias/ciencia-y-tecnologia/medio-ambiente-cyt/2026/03/17/experto-y-retiro-de-decreto-que-protegia-al-pinguino-de-humboldt-argumentos-eran-bastante-solidos.shtml,https://media.biobiochile.cl/wp-content/uploads/2026/03/pinguino-de-humbold-decreto-750x400.jpg,https://news.google.com/api/attachments/CC8iK0NnNDBlV1p2TUhoRWMzZEJOMkZHVFJDUUF4anVCU2dLTWdZOUE0UlNrUW8,"03/17/2026, 07:00 AM, +0000 UTC",2026-03-17T07:00:00Z
26,Pingüino de Humboldt: El llamado a proteger a esta especie en peligro de conservación,Cooperativa Ciencia,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.cooperativaciencia.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://www.cooperativaciencia.cl/medio-ambiente/2026/01/20/pinguino-de-humboldt-el-llamado-a-proteger-a-esta-especie-en-peligro-de-conservacion/,https://www.cooperativaciencia.cl/wp-content/uploads/2026/01/WhatsApp-Image-2026-01-20-at-09.27.29-768x432.jpeg,https://news.google.com/api/attachments/CC8iK0NnNTBkVlJ5Tm1kWU4xSm9RV1kxVFJDZkF4ampCU2dLTWdZQkFJNGxGUWc,"01/20/2026, 08:00 AM, +0000 UTC",2026-01-20T08:00:00Z
27,Chile declara al pingüino de Humboldt Monumento Natural y refuerza su protección en todo el país,El Mostrador,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.elmostrador.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://www.elmostrador.cl/agenda-pais/agenda-sustentable/2026/02/19/chile-declara-al-pinguino-de-humboldt-monumento-natural-y-refuerza-su-proteccion-en-todo-el-pais/,https://media-front.elmostrador.cl/2026/02/Editar-Imagenes-7-2-700x350.png,https://news.google.com/api/attachments/CC8iK0NnNW5NbFJMUXpVNFNIb3hSVmxQVFJEZUFoaThCU2dLTWdZQmdJS2tPQVE,"02/19/2026, 08:00 AM, +0000 UTC",2026-02-19T08:00:00Z
28,Chile declara oficialmente al pingüino de Humboldt en peligro de extinción: ¿se puede recuperar?,BioBioChile,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.biobiochile.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Sara Jerez,https://www.biobiochile.cl/noticias/ciencia-y-tecnologia/ciencia/2025/10/23/chile-declara-oficialmente-al-pinguino-de-humboldt-en-peligro-de-extincion-se-puede-recuperar.shtml,https://media.biobiochile.cl/wp-content/uploads/2025/10/pinguino-de-humboldt.jpg,https://news.google.com/api/attachments/CC8iK0NnNUZVRGxRYTJGdFEzaDFZM2hEVFJDU0F4ajdCU2dLTWdhUkk0Yk9GUVU,"10/23/2025, 07:00 AM, +0000 UTC",2025-10-23T07:00:00Z
29,"Registran por primera vez un pingüino de Humboldt albino en Chile: ""Queda más expuesto a depredadores""",BioBioChile,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.biobiochile.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://www.biobiochile.cl/noticias/ciencia-y-tecnologia/ciencia/2026/01/20/registran-por-primera-vez-un-pinguino-de-humboldt-albino-en-chile-queda-mas-expuesto-a-depredadores.shtml,https://media.biobiochile.cl/wp-content/uploads/2026/01/pinguino-albino.jpg,https://news.google.com/api/attachments/CC8iL0NnNUdabVJzUlhGcFpqRk9PRTV3VFJDU0F4ajdCU2dLTWdrRlVKTEZOdWNsWndJ,"01/20/2026, 08:00 AM, +0000 UTC",2026-01-20T08:00:00Z
30,Últimos días para apoyar: el pingüino de Humboldt necesita tu ayuda para ser Monumento Natural de Chile,Teletrece,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.t13.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://www.t13.cl/noticia/nacional/ultimos-dias-para-apoyar-pinguino-humboldt-necesita-tu-ayuda-para-ser-monumento-29-1-2026,https://s.t13.cl/sites/default/files/styles/manualcrop_1600x800/public/t13/field-imagen/2026-01/A_UNO_1249710.jpg.jpeg?itok=hehVeb1P,https://news.google.com/api/attachments/CC8iK0NnNDVPWG81YTI5eVozSTBkM1ZKVFJDZkF4ampCU2dLTWdiQlVvSXpwUWM,"01/29/2026, 08:00 AM, +0000 UTC",2026-01-29T08:00:00Z
31,Pingüino de Humboldt es declarado Monumento Natural en Chile,Diario Sostenible,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.diariosostenible.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://www.diariosostenible.cl/noticia/premios-y-reconocimientos/2026/02/pinguino-de-humboldt-es-declarado-monumento-natural-en-chile,https://www.diariosostenible.cl/files/699373d14e25e_1200x719.jpg,https://news.google.com/api/attachments/CC8iL0NnNXNlVzR6VUhsQmFraFdVbU5aVFJDdEF4ak1CU2dLTWdrbGNKS1dwS2hUandF,"02/16/2026, 08:00 AM, +0000 UTC",2026-02-16T08:00:00Z
32,Chile abre consulta ciudadana para declarar Monumento Natural al pingüino de Humboldt: Cómo participar,El Desconcierto,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://eldesconcierto.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://eldesconcierto.cl/2026/01/23/chile-abre-consulta-ciudadana-para-declarar-monumento-natural-al-pinguino-de-humboldt-como-participar,https://media.eldesconcierto.cl/p/23ee1d7687fa99ac9026e85dc3f90ebb/adjuntos/378/imagenes/100/000/0100000964/1200x675/smart/29218-diseno-titulo-25webp.webp,https://news.google.com/api/attachments/CC8iK0NnNUtWREJMUjFoTVJsVlRPRTU2VFJDZkF4ampCU2dLTWdZZE5JaHJKUWs,"01/23/2026, 08:00 AM, +0000 UTC",2026-01-23T08:00:00Z
33,Pingüino de Humboldt es declarado Monumento Natural en Chile: ¿qué significa?,Canal 13,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.13.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://www.13.cl/c/programas/espacio-13c/pinguino-de-humboldt-es-declarado-monumento-natural-en-chile-que-significa,https://s.13.cl/sites/default/files/styles/manualcrop_850x475/public/13c/articulos/field-imagen/2026-02/A_UNO_1224505.jpg.jpeg?itok=uUAPnp6p,https://news.google.com/api/attachments/CC8iK0NnNVNjRGhJYXpKdmFsZ3lWakZUVFJDZkF4ampCU2dLTWdhNUU0eHhsUVU,"02/20/2026, 08:00 AM, +0000 UTC",2026-02-20T08:00:00Z
34,Pingüino de Humboldt En Peligro: “La nueva clasificación muestra que debemos tomar acciones para cuidar la corriente de Humboldt”,Ladera Sur,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://laderasur.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Verónica García López,https://laderasur.com/articulo/pinguino-de-humboldt-en-peligro-la-nueva-clasificacion-muestra-que-debemos-tomar-acciones-para-cuidar-la-corriente-de-humboldt/,https://laderasur.com/wp-content/uploads/2025/11/pinguino-6-1024x683.jpg,https://news.google.com/api/attachments/CC8iMkNnNUdhMTlxV1RCV1ZHOTNXVk5sVFJERUF4aW1CU2dLTWdzQlFJcWdxQ2VLeUlxZ2JB,"11/06/2025, 08:00 AM, +0000 UTC",2025-11-06T08:00:00Z
35,Expertos alertan grave disminución del pingüino de Humboldt en Chile: quedan menos de 20 mil ejemplares,ADN Radio,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.adnradio.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://www.adnradio.cl/2025/11/11/expertos-alertan-grave-disminucion-del-pinguino-de-humboldt-en-chile-quedan-menos-de-20-mil-ejemplares/,https://www.adnradio.cl/resizer/v2/SLQXGS2MQZDZLLSPASSQZ5HMLE.jpg?auth=510c95304370fb165af7418870f5877c6ce0e1adf628e52eb91d34c1743df4fe&width=1200&height=900&quality=70&smart=true,https://news.google.com/api/attachments/CC8iK0NnNWpOMFF5VDJOblgzRjNkbTUyVFJEZ0F4aUFCU2dLTWdhbGs0cXRNUWM,"11/11/2025, 08:00 AM, +0000 UTC",2025-11-11T08:00:00Z
36,Investigación registró primer hallazgo de pingüino de Humboldt albino en la Región del Biobío,El Mostrador,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.elmostrador.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://www.elmostrador.cl/cultura/2026/01/22/investigacion-registro-primer-hallazgo-de-pinguino-de-humboldt-albino-en-la-region-del-biobio/,https://media-front.elmostrador.cl/2026/01/P1000597-700x525.jpg,https://news.google.com/api/attachments/CC8iK0NnNUViVE5RTm05NmRsOWFObmc1VFJEZ0F4aUFCU2dLTWdZdEZLS1BsUW8,"01/22/2026, 08:00 AM, +0000 UTC",2026-01-22T08:00:00Z
37,Retiran decreto que buscaba declarar Monumento Natural al pingüino de Humboldt,El Mostrador,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.elmostrador.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://www.elmostrador.cl/agenda-pais/2026/03/17/retiran-decreto-que-buscaba-declarar-monumento-natural-al-pinguino-de-humboldt/,https://media-front.elmostrador.cl/2026/03/pinguino1-700x350.png,https://news.google.com/api/attachments/CC8iK0NnNTFNbVI0TW5GMlJVMVFhRkZuVFJEZUFoaThCU2dLTWdhbFpZanNLUWM,"03/17/2026, 07:00 AM, +0000 UTC",2026-03-17T07:00:00Z
