position,title,source/name,source/icon,link,thumbnail,thumbnail_small,date,iso_date,source/authors/0
11,"Luego de 30 años sin registros, graban inédito video de gato colocolo en Magallanes, cerca de Torres del Paine",Ladera Sur,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://laderasur.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",https://laderasur.com/articulo/luego-de-30-anos-sin-registros-captan-inedito-video-de-gato-colocolo-en-magallanes-cerca-de-torres-del-paine/,https://laderasur.com/wp-content/uploads/2020/11/gato-colo-colo-captado-en-cerro-guido-magallanes-cconservacioxxn-cerro-guido-1-3.jpg,https://news.google.com/api/attachments/CC8iK0NnNDBibTFuWW5Cb2JFMVRWSEZXVFJEakF4ajdCQ2dLTWdZQmxvNkFOd2M,"11/12/2020, 08:00 AM, +0000 UTC",2020-11-12T08:00:00Z,Paula Diaz Levi
12,"La historia del frágil “oasis” que oculta al Gato colocolo de industrias, perros e inmobiliarias",La Cuarta,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.lacuarta.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",https://www.lacuarta.com/icarito/noticia/la-historia-del-fragil-oasis-que-oculta-al-gato-colocolo-de-industrias-perros-e-inmobiliarias/LFPJG3GPWJCBJN3TI4QEQWJGNY/,https://www.lacuarta.com/resizer/v2/BVVHWCBHFVG6NPUKJRCPV6X3W4.jpg?auth=693a280a2149e6b930360b58f86a981fb1a358c3e2c29aa95e71bd3939b391e2&focal=1044%2C329&width=800&height=420&quality=70,https://news.google.com/api/attachments/CC8iK0NnNTZUR0ZHTURoQ1VubFJOVUpQVFJDUkF4ajhCU2dLTWdheGM1SnhMUWc,"11/15/2022, 08:00 AM, +0000 UTC",2022-11-15T08:00:00Z,
13,[FOTOS] Captan al esquivo gato colocolo en la Reserva Nacional Lago Peñuelas de Valparaíso,observador.cl,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.observador.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",https://www.observador.cl/fotos-captan-al-esquivo-gato-colocolo-en-la-reserva-nacional-lago-penuelas-de-valparaiso/,https://www.observador.cl/wp-content/uploads/2023/03/FOTOS-Captan-al-esquivo-gato-colocolo-en-la-Reserva-Nacional-Lago-Penuelas-de-Valparaiso-1024x512.png,https://news.google.com/api/attachments/CC8iK0NnNUVTVGt0VEZaeFdFUXRjMjB6VFJDSEF4aVBCaWdLTWdhQkFZUEMxZ0k,"03/01/2023, 08:00 AM, +0000 UTC",2023-03-01T08:00:00Z,
14,Revelan nuevo registro del gato colocolo en la Reserva Nacional Lago Peñuelas de Valparaíso,Teletrece,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.t13.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",https://www.t13.cl/noticia/valparaiso/nacional/revelan-nuevo-registro-del-gato-colocolo-reserva-nacional-lago-penuelas-valparaiso,https://s.t13.cl/sites/default/files/styles/manualcrop_1600x800/public/t13/field-imagen/2023-02/1677612450-conaf.jpg.jpeg?itok=TIibKSir,https://news.google.com/api/attachments/CC8iK0NnNWpPRk40V2tGSE5EaGtNSHA0VFJDaEF4amdCU2dLTWdhQkI0UEUwZ0k,"02/28/2023, 08:00 AM, +0000 UTC",2023-02-28T08:00:00Z,
15,Sorprendente hallazgo de Gato Colocolo,Home | SAG,"https://encrypted-tbn0.gstatic.com/faviconV2?url=http://www.sag.gob.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",http://www.sag.gob.cl/noticias/sorprendente-hallazgo-de-gato-colocolo,https://www.sag.gob.cl/sites/default/files/styles/medium/public/field/image/gato_portada.jpg?itok=zPlNRrFG,https://news.google.com/api/attachments/CC8iK0NnNW5OV0p1TWxCbFFXbzFPR1JWVFJDYUFSamNBU2dLTWdhWmhaQUtzZ1k,"09/27/2012, 07:00 AM, +0000 UTC",2012-09-27T07:00:00Z,
16,gato colocolo,Chile es TUYO,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://chileestuyo.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",https://chileestuyo.cl/gatos-de-chile-conoce-cinco-asombrosos-felinos-de-nuestro-pais/gato-colocolo-2/,https://chileestuyo.cl/wp-content/uploads/2023/08/gato-colocolo.jpg,https://news.google.com/api/attachments/CC8iK0NnNVNNSHB6ZVVwM0xYSklVMkY2VFJDcUJCaXFCQ2dLTWdhTmhaSW50Z1k,"08/03/2023, 07:00 AM, +0000 UTC",2023-08-03T07:00:00Z,
17,[Lo+leído] Gato colocolo: conoce sus características y su importancia en la biodiversidad,El Mostrador,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.elmostrador.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",https://www.elmostrador.cl/cultura/2024/09/21/loleido-gato-colocolo-conoce-sus-caracteristicas-y-su-importancia-en-la-biodiversidad/,https://media-front.elmostrador.cl/2024/09/Gato-colo-colo-en-la-Reserva-700x525-1.jpg,https://news.google.com/api/attachments/CC8iK0NnNVBkMHRPWWtkelExcFlWelZIVFJEZ0F4aUFCU2dLTWdhQkVJR04xUU0,"09/21/2024, 07:00 AM, +0000 UTC",2024-09-21T07:00:00Z,
18,[Lo+leído] Registran presencia del gato colocolo en la Reserva Natural Altos de Cantillana,El Mostrador,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.elmostrador.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",https://www.elmostrador.cl/cultura/2024/09/21/loleido-registran-presencia-del-gato-colocolo-en-la-reserva-natural-altos-de-cantillana/,https://media-front.elmostrador.cl/2024/09/Captura-de-Pantalla-2024-09-13-a-las-17.03.37-700x333-1.png,https://news.google.com/api/attachments/CC8iK0NnNUNhRkI1VDFOeWJtbE9VbGhIVFJETkFoaThCU2dLTWdZQm9ZUUdRZ1U,"09/21/2024, 07:00 AM, +0000 UTC",2024-09-21T07:00:00Z,
19,Detectan puma y gato colocolo en la costa de Atacama,Cooperativa Ciencia,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.cooperativaciencia.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",https://www.cooperativaciencia.cl/tendencias/2023/07/13/detectan-puma-y-gato-colocolo-en-la-costa-de-atacama/,https://www.cooperativaciencia.cl/wp-content/uploads/2023/07/gato-colocolo-1_53027562176_o-720x540.jpg,https://news.google.com/api/attachments/CC8iK0NnNWhRVlZUWVRaclNHcEJUbVZoVFJEZ0F4aUFCU2dLTWdhOTQ0cFNTUVE,"07/13/2023, 07:00 AM, +0000 UTC",2023-07-13T07:00:00Z,
20,El inédito y tierno registro de un Gato colocolo en Puchuncaví,Canal 13,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.13.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",https://www.13.cl/c/programas/espacio-13c/el-inedito-y-tierno-registro-de-un-gato-colocolo-en-puchuncavi,https://s.13.cl/sites/default/files/styles/manualcrop_850x475/public/13c/articulos/field-imagen/2023-07/GATO%20COLO%20COLO%20PORTADA.jpg.jpeg?itok=lH5vat2t,https://news.google.com/api/attachments/CC8iK0NnNTRlVXhQWVZsWGNHSjRkbWt0VFJDcUF4alFCU2dLTWdZcGRJeXVQUVU,"07/31/2023, 07:00 AM, +0000 UTC",2023-07-31T07:00:00Z,María Constanza Khamis Giacoman
21,Avistan un gato colocolo en la región de Magallanes después de 30 años,Teletrece,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.t13.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",https://www.t13.cl/noticia/nacional/gato-colo-colo-magallanes-13-11-2020,https://s.t13.cl/sites/default/files/styles/manualcrop_1600x800/public/t13/field-imagen/2020-11/1605287439-gato-colocolo.jpg.jpeg?itok=51BYS_7e,https://news.google.com/api/attachments/CC8iI0NnNWFYMmh3ZG5WTE4xWkNkVFUxVFJDZEFSakNBaWdCTWdB,"11/13/2020, 08:00 AM, +0000 UTC",2020-11-13T08:00:00Z,
22,Primer registro en 20 años: Captan presencia de gato colocolo en reserva de Pirque,Cooperativa.cl,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.cooperativa.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",https://www.cooperativa.cl/noticias/pais/medioambiente/primer-registro-en-20-anos-captan-presencia-de-gato-colocolo-en-reserva/2018-02-10/123735.html,https://www.cooperativa.cl/noticias/site/artic/20180210/imag/foto_0000000120180210123735.jpg,https://news.google.com/api/attachments/CC8iL0NnNVdWekJJWlZOcFpqWkJUMVJwVFJEdEFoaUpCU2dLTWdtQlFvb1FQZVJ5S3dJ,"02/10/2018, 08:00 AM, +0000 UTC",2018-02-10T08:00:00Z,
23,Liberan a gato colocolo tras 4 meses de tratamiento en centro de rehabilitación,elobservatodo.cl,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.elobservatodo.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",https://www.elobservatodo.cl/noticia/sociedad/liberan-gato-colocolo-tras-4-meses-de-tratamiento-en-centro-de-rehabilitacion,https://www.elobservatodo.cl/sites/elobservatodo.cl/files/imagen_noticia/colocolo_1.jpg,https://news.google.com/api/attachments/CC8iK0NnNXFSMnhzY21reFEybDBXbEJWVFJDeUF4akNCU2dLTWdZTmhvZ0l2Z1E,"09/25/2020, 07:00 AM, +0000 UTC",2020-09-25T07:00:00Z,
24,Registran imágenes de un gato colocolo en la Reserva Nacional Lago Peñuelas [FOTOS],elmartutino.cl,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.elmartutino.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",https://www.elmartutino.cl/noticia/medioambiente/registran-imagenes-de-un-gato-colocolo-en-la-reserva-nacional-lago-penuelas-fo,https://cdn.elmartutino.cl/sites/elmartutino.cl/files/imagecache/380x285/imagen_noticia/foto_1_38.jpg,https://news.google.com/api/attachments/CC8iK0NnNDRkRnBDYkc5cVUycGxOak5tVFJDZEFoaVFBeWdLTWdhVnhvNHF3Z1U,"05/23/2022, 07:00 AM, +0000 UTC",2022-05-23T07:00:00Z,
25,Magallanes: Captan registro de gato ColoColo,Mestizos Magazine,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.mestizos.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",https://www.mestizos.cl/actualidad-animal/2020/11/16/magallanes-captan-registro-de-gato-colocolo.html,https://img.mestizos.cl/upload/2020/11/17161D544C42456D17160F55554946751F1317185042457810-2000x1125.jpg,https://news.google.com/api/attachments/CC8iJ0NnNUxXbmRZWDFWVWVTMHlOa0ZmVFJDZkF4ampCU2dLTWdPQlJBNA,"11/16/2020, 08:00 AM, +0000 UTC",2020-11-16T08:00:00Z,
26,"Parque Llanos de Challe: Captan a puma y gato colocolo, pero también a personas sospechosas",Teletrece,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.t13.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",https://www.t13.cl/noticia/nacional/parque-llanos-challe-captan-puma-gato-colocolo-pero-tambien-personas-sospechosa-9-7-2023,https://s.t13.cl/sites/default/files/styles/manualcrop_1600x800/public/t13/field-imagen/2023-07/fauna-llanos-de-challe-2.png.jpeg?itok=WlxW9lUQ,https://news.google.com/api/attachments/CC8iK0NnNXZiMUpIUkhoM1kxaFJhV3R1VFJDN0FSaU9BaWdCTWdZQmtKSlpzQWM,"07/09/2023, 07:00 AM, +0000 UTC",2023-07-09T07:00:00Z,
27,Confirman presencia de gato colocolo en el Parque Nacional Radal Siete Tazas,Cooperativa.cl,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://m.cooperativa.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",https://m.cooperativa.cl/noticias/pais/region-del-maule/confirman-presencia-de-gato-colocolo-en-el-parque-nacional-radal-siete-tazas/2019-09-16/163632.html,https://www.cooperativa.cl/noticias/site/artic/20190916/imag/foto_0000000120190916163632.jpg,https://news.google.com/api/attachments/CC8iK0NnNTFVVU5rWkVSaGF6UTFibmRUVFJDZkF4amlCU2dLTWdZMUU0ZFFWUU0,"09/16/2019, 07:00 AM, +0000 UTC",2019-09-16T07:00:00Z,
28,Avistan gato colocolo mediante cámaras trampa en Llanos de Challe,Cooperativa.cl,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.cooperativa.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",https://www.cooperativa.cl/noticias/pais/region-de-atacama/avistan-gato-colocolo-mediante-camaras-trampa-en-llanos-de-challe/2019-07-14/103229.html,https://www.cooperativa.cl/noticias/site/artic/20190714/imag/foto_0000001120190714103229.jpg,https://news.google.com/api/attachments/CC8iK0NnNTFVVU5rWkVSaGF6UTFibmRUVFJDZkF4amlCU2dLTWdZMUU0ZFFWUU0,"07/14/2019, 07:00 AM, +0000 UTC",2019-07-14T07:00:00Z,
29,Rescatan a gato colocolo desde estanque en El Tome,El Ovallino,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.elovallino.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",https://www.elovallino.cl/articulo/rescatan-gato-colocolo-desde-estanque-en-tome/,https://www.elovallino.cl/wp-content/uploads/2020/02/p6-7_gato_3.png,https://news.google.com/api/attachments/CC8iK0NnNW9ZVU5xT1VsT05EUnFkRWRHVFJDWEF4anhCU2dLTWdZSk1ZNHZxUVU,"02/08/2020, 08:00 AM, +0000 UTC",2020-02-08T08:00:00Z,
30,Cámaras captaron por primera vez imágenes de un gato Colocolo,Página 7,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.pagina7.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",https://www.pagina7.cl/actualidad/camaras-captaron-por-primera-vez-imagenes-de-un-gato-colocolo/,https://media.pagina7.cl/2017/07/gato-colo-colo-730x350-1-700x336-1.jpg,https://news.google.com/api/attachments/CC8iJ0NnNXZjMEl6VnpVeFNFdDVVbWt0VFJEUUFoaThCU2dLTWdPdG9RZw,"07/28/2017, 07:00 AM, +0000 UTC",2017-07-28T07:00:00Z,
31,"Llanos de Challe: Captan a puma y gato colocolo, pero también a posibles cazadores",Cooperativa.cl,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.cooperativa.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",https://www.cooperativa.cl/noticias/pais/medioambiente/animales/llanos-de-challe-captan-a-puma-y-gato-colocolo-pero-tambien-a-posibles/2023-07-07/132016.html,https://www.cooperativa.cl/noticias/site/artic/20230707/imag/foto_0000000520230707132016.jpg,https://news.google.com/api/attachments/CC8iK0NnNXNZMVkxYlVsalMxbG5VVWxWVFJEZ0F4aUFCU2dLTWdhOTBvd3lSUVU,"07/07/2023, 07:00 AM, +0000 UTC",2023-07-07T07:00:00Z,
32,Gato colocolo atropellado en 2018 volvió disecado al Museo Regional de Atacama,Cooperativa.cl,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.cooperativa.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",https://www.cooperativa.cl/noticias/pais/region-de-atacama/gato-colocolo-atropellado-en-2018-volvio-disecado-al-museo-regional-de/2020-01-19/172942.html,https://www.cooperativa.cl/noticias/site/artic/20200119/imag/foto_0000001120200119172942.jpeg,https://news.google.com/api/attachments/CC8iK0NnNXRObUpJY1RkeFprNTZjbEZ4VFJDZkF4amlCU2dLTWdZRnNvWmxSZ1E,"01/19/2020, 08:00 AM, +0000 UTC",2020-01-19T08:00:00Z,
33,"Agosto, mes de los gatos: conoce los felinos nativos que habitan el país",Diario Sostenible,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.diariosostenible.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",https://www.diariosostenible.cl/noticia/el-dato-sostenible/2023/08/agosto-mes-de-los-gatos-conoce-los-felinos-nativos-que-habitan-el-pais,https://www.diariosostenible.cl/files/64e667b7ba124_890x533.jpg,https://news.google.com/api/attachments/CC8iL0NnNXFaRGMwYm1GeU5HeDZNVXBvVFJDc0F4ak1CU2dLTWdrUlFaYTFKT2l4U1FJ,"08/23/2023, 07:00 AM, +0000 UTC",2023-08-23T07:00:00Z,
34,Captan inéditas imágenes de gato Colocolo en la Reserva Nacional Lago Peñuelas,elciudadano.com,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.elciudadano.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",https://www.elciudadano.com/animal/captan-ineditas-imagenes-de-gato-colocolo-en-la-reserva-nacional-lago-penuelas/05/22/,https://www.elciudadano.com/wp-content/uploads/2018/05/Captura-de-pantalla-2018-05-22-a-las-17.57.12.png,https://news.google.com/api/attachments/CC8iK0NnNXRlVWwxY25sVFpYTlZRV2hWVFJEYkF4aUdCU2dLTWdZaGc0cE5PUVU,"05/22/2018, 07:00 AM, +0000 UTC",2018-05-22T07:00:00Z,
35,Donan cuerpo de gato colocolo atropellado en Parque Nacional de Atacama al Museo Regional,elquehaydecierto.cl,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.elquehaydecierto.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",https://www.elquehaydecierto.cl/noticia/sociedad/donan-cuerpo-de-gato-colocolo-atropellado-en-parque-nacional-de-atacama-al-museo-re,https://cdn.elquehaydecierto.cl/sites/elquehaydecierto.cl/files/imagecache/380x285/imagen_noticia/gato_colocolo_1.jpeg,https://news.google.com/api/attachments/CC8iK0NnNHhOMHBSYjA5MVNWaDVXWGwyVFJDZEFoaVFBeWdLTWdZOUlaRFVtQWs,"09/12/2018, 07:00 AM, +0000 UTC",2018-09-12T07:00:00Z,
36,¡Impactante! Captan en video al esquivo gato colocolo en Chile: Parece desfilar en pasarela.,Novedades de Campeche,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.novedadescampeche.com.mx&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",https://www.novedadescampeche.com.mx/impactante-captan-en-video-al-esquivo-gato-colocolo-en-chile-parece-desfilar-en-pasarela/,https://www.novedadescampeche.com.mx/wp-content/uploads/2025/04/%C2%A1Impactante-Captan-en-video-al-esquivo-gato-colocolo-en-Chile.jpg,https://news.google.com/api/attachments/CC8iI0NnNDRjVzk0UVhsVmJrcE5aa1JUVFJEZ0F4aUFCU2dLTWdB,"04/11/2025, 07:00 AM, +0000 UTC",2025-04-11T07:00:00Z,
37,Histórico hallazgo de ‘gato colocolo’ a 20 años de no ser visto en la región del Maule,elciudadano.com,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.elciudadano.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",https://www.elciudadano.com/ciencia-tecnologia/historico-hallazgo-de-gato-colocolo-a-20-anos-de-no-ser-visto-en-la-region-del-maule/05/04/,https://www.elciudadano.com/wp-content/uploads/2017/05/Gato-colo-colo-319x292.jpg,https://news.google.com/api/attachments/CC8iK0NnNW1hVFUxZGt4dFdtMU5WVzU2VFJDa0FoaV9BaWdLTWdhcE01YU9vUWc,"05/04/2017, 07:00 AM, +0000 UTC",2017-05-04T07:00:00Z,
38,Perú: tras las huellas del gato de pajonal o gato del desierto,Mongabay Latam,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://es.mongabay.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",https://es.mongabay.com/2017/02/biodiversidad-conservacion-gatos-bosques-investigacion_cientifica/,https://imgs.mongabay.com/wp-content/uploads/sites/25/2017/02/30125108/gato-animales-felinos-conservacion-1-992x600.jpg,https://news.google.com/api/attachments/CC8iK0NnNVJTRFJmVEhsTGFEWjViVE15VFJDdkF4aklCU2dLTWdZOXdJYVV4QU0,"02/05/2017, 08:00 AM, +0000 UTC",2017-02-05T08:00:00Z,Alexa Vélez Zuazo
