position,title,source/name,source/icon,link,thumbnail,thumbnail_small,date,iso_date,source/authors/0
1,Colibrí de Juan Fernández​ (Sephanoides fernandensis) ©Héctor Guitérrez,Ladera Sur,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://laderasur.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",https://laderasur.com/articulo/este-fin-de-semana-se-celebra-el-dia-de-la-fauna-chilena-disfruta-en-familia-de-todas-las-actividades-en-linea/hector-guiterrez-oikonos-2/,https://laderasur.com/wp-content/uploads/2020/10/hexxctor-guitexxrrez-oikonos-2.jpg,https://news.google.com/api/attachments/CC8iK0NnNDFiRm95UTJKeFFXY3piVzl3VFJERkF4aWxCU2dLTWdZbFZZak5wUVk,"10/09/2020, 07:00 AM, +0000 UTC",2020-10-09T07:00:00Z,
2,1000 genomas: el proyecto que busca construir el inventario más completo de la biodiversidad de Chile,Pontificia Universidad Católica de Chile,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://biologia.uc.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",https://biologia.uc.cl/1000-genomas-el-proyecto-que-busca-construir-el-inventario-mas-completo-de-la-biodiversidad-de-chile/,https://biologia.uc.cl/wp-content/uploads/2025/10/copiapoa.png,https://news.google.com/api/attachments/CC8iI0NnNVVSVFJRVVd0MlZXdHBTMkl0VFJERUF4aW1CU2dLTWdB,"10/01/2025, 09:37 PM, +0000 UTC",2025-10-01T21:37:43Z,
3,Chile levanta el mayor registro genético de su biodiversidad,EL PAÍS,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://elpais.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",https://elpais.com/chile/2025-10-20/chile-levanta-el-mayor-registro-genetico-de-su-biodiversidad.html,https://imagenes.elpais.com/resizer/v2/4BTLHAJ6BFBRDM7ISFTKOQZEJY.jpg?auth=da3a17861d321010d178fdce3fed4c4dc6ea6bbefaefb8e72b0b0d269f570b86&width=1960&height=1103&focal=1753%2C935,https://news.google.com/api/attachments/CC8iK0NnNVZWMFZPWVY5a1JrZEJjWGxTVFJDZkF4amlCU2dLTWdhMWM0YVFxUVk,"10/20/2025, 07:00 AM, +0000 UTC",2025-10-20T07:00:00Z,Maolis Castro
4,Invitan a escoger al próximo embajador de la fauna chilena,Diario Sustentable,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.diariosustentable.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",https://www.diariosustentable.com/2021/10/invitan-a-escoger-al-proximo-embajador-de-la-fauna-chilena/,https://i0.wp.com/www.diariosustentable.com/wp-content/uploads/2021/10/Diseno-sin-titulo-1.jpg?fit=800%2C533&ssl=1&resize=350%2C200,https://news.google.com/api/attachments/CC8iMkNnNVFiMFJ5U0ZOQ1gxUnRMVFpxVFJESUFSamVBaWdLTWdzQkFJSUFXeUllMDRoSjBB,"10/30/2021, 07:00 AM, +0000 UTC",2021-10-30T07:00:00Z,
5,Picaflor de Juan Fernández-(Sephanoides-ferandensis) @Fernando Díaz,Ladera Sur,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://laderasur.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",https://laderasur.com/articulo/picaflores-de-chile-un-acercamiento-estas-carismaticas-y-coloridas-aves-polinizadoras/picaflor-de-juan-fernandez-sephanoides-ferandensis-fernando-diaz/,https://laderasur.com/wp-content/uploads/2020/10/picaflor-de-juan-fernandez-sephanoides-ferandensis-xfernando-dixxaz.gif,https://news.google.com/api/attachments/CC8iK0NnNUhNMnMwWVZKM2QzTlVZVkJHVFJERUF4aW1CU2dLTWdhUkJJeXVLUVk,"10/14/2020, 07:00 AM, +0000 UTC",2020-10-14T07:00:00Z,
6,El impacto de las mascotas en la fauna silvestre,El Mostrador,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.elmostrador.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",https://www.elmostrador.cl/revista-jengibre/mascotas/2023/07/12/el-impacto-de-las-mascotas-en-la-fauna-silvestre/,https://media-front.elmostrador.cl/2022/11/FAUNA-CHILENA_3-scaled-1-700x467.jpeg,https://news.google.com/api/attachments/CC8iK0NnNXhWMXBIVlZBekxWbzFOVEJXVFJERUF4aW1CU2dLTWdhQlFZcnNvQVU,"07/12/2023, 07:00 AM, +0000 UTC",2023-07-12T07:00:00Z,
7,Banco Santander entregará bolsas reutilizables a lo largo del país,Cooperativa.cl,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.cooperativa.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",https://www.cooperativa.cl/noticias/corporativo/noticias/presentado-por/banco-santander-entregara-bolsas-reutilizables-a-lo-largo-del-pais/2018-08-20/160522.html,https://www.cooperativa.cl/noticias/site/artic/20180820/imag/foto_0000000120180820160522.jpg,https://news.google.com/api/attachments/CC8iMkNnNTNiV1F3VVhsck5FWkZOa3RWVFJDZkF4amlCU2dLTWd1WkFvQkpObVpiaEZwUmVn,"08/22/2018, 07:00 AM, +0000 UTC",2018-08-22T07:00:00Z,
8,Las aves de especies invasoras colaboran en la dispersión de parásitos,La Razón,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.larazon.es&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",https://www.larazon.es/sociedad/medio-ambiente/las-aves-de-especies-invasoras-colaboran-en-la-dispersion-de-parasitos-FC7466340/,"https://fotografias.larazon.es/clipping/cmsimages02/2019/08/13/FBF150EB-D90E-47D2-9640-B88166D5753A/69.jpg?crop=507,285,x0,y47&width=1280&height=720&optimize=low&format=webply",https://news.google.com/api/attachments/CC8iK0NnNWFlV0ZzWkRoRlZVcG1jMjUyVFJDZkF4ampCU2dLTWdhZEFvSk9HUU0,"09/25/2014, 07:00 AM, +0000 UTC",2014-09-25T07:00:00Z,
