position,title,source/name,source/icon,link,thumbnail,thumbnail_small,date,iso_date,source/authors/0
1,Araña pollito: El mapa de las regiones desde Atacama al Biobío donde habita y protege el ecosistema,elmorrocotudo.cl,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.elmorrocotudo.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",https://www.elmorrocotudo.cl/noticia/sociedad/arana-pollito-el-mapa-de-las-regiones-desde-atacama-al-biobio-donde-habita-y-proteg,https://cdn.elmorrocotudo.cl/sites/elmorrocotudo.cl/files/imagecache/380x285/imagen_noticia/arana_pollito_de_atacama_al_biobio_vive_y_protege_el_ecosistema_de_nuestro_aracnido.png,https://news.google.com/api/attachments/CC8iK0NnNTZSVEJUU1ZneU16UlpjRVJWVFJDZEFoaVFBeWdLTWdhQmNJelFzQVU,"03/22/2026, 07:00 AM, +0000 UTC",2026-03-22T07:00:00Z,
2,Micromundo Animal: Hoy conocemos a la araña pollito,TVN,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.tvn.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",https://www.tvn.cl/programas/accion-animal/destacados/micromundo-animal-hoy-conocemos-a-la-arana-pollito,https://www.tvn.cl/tvn/site/artic/20250201/imag/foto_0000000620250201185350/thumb_679e794efe6447beb7d3f3e7.jpg,https://news.google.com/api/attachments/CC8iJ0NnNXhhazVHTm5oNk9ETllTWFpXVFJDb0FSaXNBaWdCTWdNVk5CQQ,"02/01/2025, 08:00 AM, +0000 UTC",2025-02-01T08:00:00Z,Sebastián Jiménez
3,Tarántula chilena viajó a Europa: Araña pollito apareció entre frutas,Cooperativa.cl,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.cooperativa.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",https://www.cooperativa.cl/noticias/pais/medioambiente/animales/tarantula-chilena-viajo-a-europa-arana-pollito-aparecio-entre-frutas/2020-05-18/113133.html,https://www.cooperativa.cl/noticias/site/artic/20200518/imag/foto_0000000120200518113133.jpg,https://news.google.com/api/attachments/CC8iK0NnNTRTbXhQUkZKVGNEVlJkRFpPVFJDZkF4amlCU2dLTWdZeE1JaVdwQWM,"05/18/2020, 07:00 AM, +0000 UTC",2020-05-18T07:00:00Z,
4,23° PREMIO MUNICIPAL STGO ARTE JOVEN,ARTISHOCK REVISTA,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://artishockrevista.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",https://artishockrevista.com/2023/04/26/23-premio-municipal-stgo-arte-joven/,https://artishockrevista.com/wp-content/uploads/2023/04/unnamed-1.jpg,https://news.google.com/api/attachments/CC8iL0NnNXpUVEJHUTB4TFkwWmpNRlJzVFJERUF4aW1CU2dLTWdtWlpJek5wV2hjTXdF,"04/26/2023, 07:00 AM, +0000 UTC",2023-04-26T07:00:00Z,
5,Animales Chilenos Superasombrosos: La Iguana y Araña Pollito,TVN,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.tvn.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",https://www.tvn.cl/ntv/noticias/descubrimos-las-habilidades-de-la-arana-pollito-y-la-iguana-en-ntv,https://www.tvn.cl/tvn/site/artic/20230331/imag/foto_0000002120230331103324/animales_chilenos.jpg,https://news.google.com/api/attachments/CC8iK0NnNWllWGxuUnpCUFdHeEZVVm8xVFJDaUF4amRCU2dLTWdZQm9KQ3lQQVU,"03/31/2023, 07:00 AM, +0000 UTC",2023-03-31T07:00:00Z,
6,GABRIEL HOLZAPFEL. CONTRA TODO PRONÓSTICO,ARTISHOCK REVISTA,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://artishockrevista.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",https://artishockrevista.com/2022/08/26/gabriel-holzapfel-pcdv/,https://artishockrevista.com/wp-content/uploads/2022/08/TLQSTQB-DIPTICO_lele.jpg,https://news.google.com/api/attachments/CC8iK0NnNHRObUV4Y1MwMVp6QmlPWGN3VFJDdEF4aktCU2dLTWdhUk1vcE1KUWs,"08/26/2022, 07:00 AM, +0000 UTC",2022-08-26T07:00:00Z,
7,Alfredo Ugarte y sus “bichos raros” celebraron el Día del Médico Veterinario en la Universidad Mayor,araucanianoticias.cl,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://araucanianoticias.cl&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",https://araucanianoticias.cl/2013/alfredo-ugarte-y-sus-bichos-raros-celebraron-el-da-del-mdico-veterinario-en-la-universidad-mayor/100433537,https://araucanianoticias.cl/wp-content/uploads/2013/10/IMG_5101.jpg,https://news.google.com/api/attachments/CC8iL0NnNXpjbloxYkd4cmJsZ3hlR0pXVFJEeEFoaUFCU2dLTWdrSk1JNkZtdXBFU1FJ,"10/04/2013, 07:00 AM, +0000 UTC",2013-10-04T07:00:00Z,
