Especie ID;Nombre científico ;Nombre común;Clase;RCE;Titular;Fuente;Link;Usa N. Científico;Usa N. Común;Alcance;Es protagonsita;Tono predominante;Tiene foto
215;Rhinoderma darwinii;ranita de Darwin;Amphibia;EN;Gobierno retira más de 40 decretos ambientales que creaban parques nacionales y otorgaban protección a la ranita de Darwin y el pingüino de Humboldt;The Clinic;https://www.theclinic.cl/2026/03/17/gobierno-retira-mas-de-40-decretos-ambientales-que-creaban-parques-nacionales-y-otorgaban-proteccion-a-la-ranita-de-darwin-y-el-pinguino-de-humboldt/;1;1;Nacional;1;Denuncia/Conflicto;0
215;Rhinoderma darwinii;ranita de Darwin;Amphibia;EN;Pingüino de Humboldt y ranita de Darwin: Revisa el estado actual de los 43 decretos ambientales retirados por Kast;El Desconcierto;https://eldesconcierto.cl/2026/03/20/pinguino-de-humboldt-y-ranita-de-darwin-revisa-el-estado-actual-de-los-43-decretos-ambientales-retirados-por-kast;1;1;Nacional;1;Conservación/Positivo;0
215;Rhinoderma darwinii;ranita de Darwin;Amphibia;EN;Debate ambiental en Chile: Ranita de Darwin y Pingüino de Humboldt en riesgo;Radio Canal 95;https://www.canal95.cl/nacional/debate-ambiental-chile-ranita-darwin-pinguino-humboldt-riesgo;1;1;Nacional;1;Denuncia/Conflicto;0
215;Rhinoderma darwinii;ranita de Darwin;Amphibia;EN;Gobierno retira más de 40 decretos ambientales: Entre ellos la protección a Ranita de Darwin y Pingüino de Humboldt;Meganoticias;https://www.meganoticias.cl/nacional/517253-gobierno-retira-mas-de-40-decretos-ambientales-proteccion-ranita-de-darwin-pinguino-de-humboldt-17-3-2026.html;1;1; Nacional;1; Denuncia/Conflicto;0
215;Rhinoderma darwinii;ranita de Darwin;Amphibia;EN;“Desde hoy en adelante no usaré desodorante, sólo Tanax”: insecticida se vuelve viral por crítica a retiro de decreto que protegía a Pingüino de Humboldt y Ranita de Darwin;Publimetro;https://www.publimetro.cl/social/2026/03/18/desde-hoy-en-adelante-no-usare-desodorante-solo-tanax-insecticida-se-vuelve-viral-por-critica-a-retiro-de-decreto-que-protegia-a-pinguino-de-humboldt-y-ranita-de-darwin/;1;1; Nacional;1; Denuncia/Conflicto;0
215;Rhinoderma darwinii;ranita de Darwin;Amphibia;EN;La ranita descubierta por Charles Darwin en Chile busca salvarse de la extinción;EL PAÍS;https://elpais.com/chile/2026-02-23/la-ranita-descubierta-por-charles-darwin-en-chile-busca-salvarse-de-la-extincion.html;1;1; Nacional;1; Conservación/Positivo;1
215;Rhinoderma darwinii;ranita de Darwin;Amphibia;EN;Hongo letal amenaza la supervivencia de la ranita de Darwin;Noticias UNAB;https://noticias.unab.cl/investigacion-con-sello-unab-revela-como-un-hongo-letal-amenaza-la-supervivencia-de-la-ranita-de-darwin/;0;1; Nacional;1; Científico/Educativo;1
215;Rhinoderma darwinii;ranita de Darwin;Amphibia;EN;Ranita de Darwin: La increíble historia de su viaje a Londres para salvarlas de la extinción;Cooperativa Ciencia;https://www.cooperativaciencia.cl/radiociencia/2026/03/20/ranita-de-darwin-la-increible-historia-de-su-viaje-a-londres-para-salvarlas-de-una-epidemia-en-2024/;1;1; Nacional;1; Conservación/Positivo;0
215;Rhinoderma darwinii;ranita de Darwin;Amphibia;EN;Dilucidan cómo una enfermedad está extinguiendo a la ranita de Darwin: ya mató a su especie hermana;BioBioChile;https://www.biobiochile.cl/noticias/ciencia-y-tecnologia/ciencia/2026/01/08/dilucidan-como-una-enfermedad-esta-extinguiendo-a-la-ranita-de-darwin-ya-mato-a-su-especie-hermana.shtml;0;1; Nacional;1; Científico/Educativo;1
215;Rhinoderma darwinii;ranita de Darwin;Amphibia;EN;Descubren nueva población de ranita de Darwin en zona amenazada por construcción de carretera eléctrica en Chiloé;El Desconcierto;https://eldesconcierto.cl/2026/02/21/descubren-nueva-poblacion-de-ranita-de-darwin-en-zona-amenazada-por-construccion-de-carretera-electrica-en-chiloe;0;1; Nacional;1; Denuncia/Conflicto;1
215;Rhinoderma darwinii;ranita de Darwin;Amphibia;EN;Científico chileno lidera estudio clave sobre la extinción de la ranita de Darwin;24horas;https://www.24horas.cl/conciencia-24-7/ciencia/cientifico-chileno-estudio-extincion-ranita-darwin;0;1; Nacional;1; Científico/Educativo;1
215;Rhinoderma darwinii;ranita de Darwin;Amphibia;EN;Alianza internacional en Huilo Huilo busca proteger a la Ranita de Darwin de hongo letal;Cooperativa.cl;https://www.cooperativa.cl/noticias/sociedad/fauna/alianza-internacional-en-huilo-huilo-busca-proteger-a-la-ranita-de/2026-02-06/124716.html;0;1; Nacional;1; Conservación/Positivo;1
215;Rhinoderma darwinii;ranita de Darwin;Amphibia;EN;Guardabosques chilenos y Zoólogico de Londres buscan salvar a la ranita de Darwin de la extinción;ADN Radio;https://www.adnradio.cl/2026/02/23/guardabosques-chilenos-y-zoologico-de-londres-buscan-salvar-a-la-ranita-de-darwin-de-la-extincion/;1;1; Nacional;1; Conservación/Positivo;1
215;Rhinoderma darwinii;ranita de Darwin;Amphibia;EN;Científico chileno lidera estudio que revela cómo un hongo letal está extinguiendo a la ranita de Darwin;Cooperativa Ciencia;https://www.cooperativaciencia.cl/medio-ambiente/2026/01/02/cientifico-chileno-lidera-estudio-que-revela-como-un-hongo-letal-esta-extinguiendo-a-la-ranita-de-darwin/;1;1; Nacional;1; Científico/Educativo;1
215;Rhinoderma darwinii;ranita de Darwin;Amphibia;EN;Investigación chilena descubre cómo un hongo invasivo provoca epidemias letales en anfibios terrestres;BioBioChile;https://www.biobiochile.cl/noticias/ciencia-y-tecnologia/ciencia/2026/01/26/investigacion-chilena-descubre-como-un-hongo-invasivo-provoca-epidemias-letales-en-anfibios-terrestres.shtml;0;1; Nacional;1; Científico/Educativo;1
215;Rhinoderma darwinii;ranita de Darwin;Amphibia;EN;Alianza en la Reserva Biológica Huilo Huilo busca proteger a la ranita de Darwin de la extinción;Cooperativa Ciencia;https://www.cooperativaciencia.cl/medio-ambiente/2026/02/05/alianza-en-la-reserva-biologica-huilo-huilo-busca-proteger-a-la-ranita-de-darwin-de-la-extincion/;1;1; Nacional;1; Conservación/Positivo;1
215;Rhinoderma darwinii;ranita de Darwin;Amphibia;EN;Descubren nueva población de Ranita de Darwin en Villarrica;Cooperativa Ciencia;https://www.cooperativaciencia.cl/medio-ambiente/2025/09/25/descubren-nueva-poblacion-de-ranita-de-darwin-en-villarrica/;1;1; Nacional;1; Conservación/Positivo;1
