Source.Name;title;source/name;link;iso_date.1;source/authors/0;Revisada;;
convertcsv (32).csv;Senda del Huemul 2026 refuerza compromiso por la conservación en Parque Cerro Castillo;Diario Regional Aysén;https://www.diarioregionalaysen.cl/noticia/diario-sostenible/2026/03/senda-del-huemul-2026-refuerza-compromiso-por-la-conservacion-en-parque-cerro-castillo;18-03-2026;;*;;
convertcsv (32).csv;Desarrollo productivo y protección del huemul marcan cierre de programas FIC en la Reserva de la Biósfera;La Discusión;https://ladiscusion.cl/desarrollo-productivo-y-proteccion-del-huemul-marcan-cierre-de-programas-fic-en-la-reserva-de-la-biosfera/;18-12-2025;;*;;
convertcsv (33).csv;La ranita descubierta por Charles Darwin en Chile busca salvarse de la extinción;EL PAÍS;https://elpais.com/chile/2026-02-23/la-ranita-descubierta-por-charles-darwin-en-chile-busca-salvarse-de-la-extincion.html;22-02-2026;Maolis Castro;;;
convertcsv (33).csv;Hongo letal amenaza la supervivencia de la ranita de Darwin;Noticias UNAB;https://noticias.unab.cl/investigacion-con-sello-unab-revela-como-un-hongo-letal-amenaza-la-supervivencia-de-la-ranita-de-darwin/;22-01-2026;;;;
convertcsv (33).csv;Ranita de Darwin: La increíble historia de su viaje a Londres para salvarlas de la extinción;Cooperativa Ciencia;https://www.cooperativaciencia.cl/radiociencia/2026/03/20/ranita-de-darwin-la-increible-historia-de-su-viaje-a-londres-para-salvarlas-de-una-epidemia-en-2024/;20-03-2026;;;;
convertcsv (33).csv;Dilucidan cómo una enfermedad está extinguiendo a la ranita de Darwin: ya mató a su especie hermana;BioBioChile;https://www.biobiochile.cl/noticias/ciencia-y-tecnologia/ciencia/2026/01/08/dilucidan-como-una-enfermedad-esta-extinguiendo-a-la-ranita-de-darwin-ya-mato-a-su-especie-hermana.shtml;08-01-2026;Ignacio Hermosilla Portales;;;
convertcsv (33).csv;Descubren nueva población de ranita de Darwin en zona amenazada por construcción de carretera eléctrica en Chiloé;El Desconcierto;https://eldesconcierto.cl/2026/02/21/descubren-nueva-poblacion-de-ranita-de-darwin-en-zona-amenazada-por-construccion-de-carretera-electrica-en-chiloe;21-02-2026;María del Mar Parra;;;
convertcsv (33).csv;Científico chileno lidera estudio clave sobre la extinción de la ranita de Darwin;24horas;https://www.24horas.cl/conciencia-24-7/ciencia/cientifico-chileno-estudio-extincion-ranita-darwin;02-01-2026;;;;
convertcsv (33).csv;Alianza internacional en Huilo Huilo busca proteger a la Ranita de Darwin de hongo letal;Cooperativa.cl;https://www.cooperativa.cl/noticias/sociedad/fauna/alianza-internacional-en-huilo-huilo-busca-proteger-a-la-ranita-de/2026-02-06/124716.html;06-02-2026;;;;
convertcsv (33).csv;Guardabosques chilenos y Zoólogico de Londres buscan salvar a la ranita de Darwin de la extinción;ADN Radio;https://www.adnradio.cl/2026/02/23/guardabosques-chilenos-y-zoologico-de-londres-buscan-salvar-a-la-ranita-de-darwin-de-la-extincion/;23-02-2026;;;;
convertcsv (33).csv;Científico chileno lidera estudio que revela cómo un hongo letal está extinguiendo a la ranita de Darwin;Cooperativa Ciencia;https://www.cooperativaciencia.cl/medio-ambiente/2026/01/02/cientifico-chileno-lidera-estudio-que-revela-como-un-hongo-letal-esta-extinguiendo-a-la-ranita-de-darwin/;02-01-2026;;;;
convertcsv (33).csv;Investigación chilena descubre cómo un hongo invasivo provoca epidemias letales en anfibios terrestres;BioBioChile;https://www.biobiochile.cl/noticias/ciencia-y-tecnologia/ciencia/2026/01/26/investigacion-chilena-descubre-como-un-hongo-invasivo-provoca-epidemias-letales-en-anfibios-terrestres.shtml;26-01-2026;;;;
convertcsv (33).csv;Alianza en la Reserva Biológica Huilo Huilo busca proteger a la ranita de Darwin de la extinción;Cooperativa Ciencia;https://www.cooperativaciencia.cl/medio-ambiente/2026/02/05/alianza-en-la-reserva-biologica-huilo-huilo-busca-proteger-a-la-ranita-de-darwin-de-la-extincion/;05-02-2026;;;;
convertcsv (33).csv;Descubren nueva población de Ranita de Darwin en Villarrica;Cooperativa Ciencia;https://www.cooperativaciencia.cl/medio-ambiente/2025/09/25/descubren-nueva-poblacion-de-ranita-de-darwin-en-villarrica/;25-09-2025;;;;
