Source.Name;title;source/name;link;iso_date.1;source/authors/0
convertcsv (31).csv;Primer registro en 20 años: Captan presencia de gato colocolo en reserva de Pirque;Cooperativa.cl;https://www.cooperativa.cl/noticias/pais/medioambiente/primer-registro-en-20-anos-captan-presencia-de-gato-colocolo-en-reserva/2018-02-10/123735.html;10-02-2018;
convertcsv (31).csv;Liberan a gato colocolo tras 4 meses de tratamiento en centro de rehabilitación;elobservatodo.cl;https://www.elobservatodo.cl/noticia/sociedad/liberan-gato-colocolo-tras-4-meses-de-tratamiento-en-centro-de-rehabilitacion;25-09-2020;
convertcsv (31).csv;Registran imágenes de un gato colocolo en la Reserva Nacional Lago Peñuelas [FOTOS];elmartutino.cl;https://www.elmartutino.cl/noticia/medioambiente/registran-imagenes-de-un-gato-colocolo-en-la-reserva-nacional-lago-penuelas-fo;23-05-2022;
convertcsv (31).csv;Magallanes: Captan registro de gato ColoColo;Mestizos Magazine;https://www.mestizos.cl/actualidad-animal/2020/11/16/magallanes-captan-registro-de-gato-colocolo.html;16-11-2020;
convertcsv (31).csv;Parque Llanos de Challe: Captan a puma y gato colocolo, pero también a personas sospechosas;Teletrece;https://www.t13.cl/noticia/nacional/parque-llanos-challe-captan-puma-gato-colocolo-pero-tambien-personas-sospechosa-9-7-2023;09-07-2023;
convertcsv (31).csv;Confirman presencia de gato colocolo en el Parque Nacional Radal Siete Tazas;Cooperativa.cl;https://m.cooperativa.cl/noticias/pais/region-del-maule/confirman-presencia-de-gato-colocolo-en-el-parque-nacional-radal-siete-tazas/2019-09-16/163632.html;16-09-2019;
convertcsv (31).csv;Avistan gato colocolo mediante cámaras trampa en Llanos de Challe;Cooperativa.cl;https://www.cooperativa.cl/noticias/pais/region-de-atacama/avistan-gato-colocolo-mediante-camaras-trampa-en-llanos-de-challe/2019-07-14/103229.html;14-07-2019;
convertcsv (31).csv;Rescatan a gato colocolo desde estanque en El Tome;El Ovallino;https://www.elovallino.cl/articulo/rescatan-gato-colocolo-desde-estanque-en-tome/;08-02-2020;
convertcsv (31).csv;Cámaras captaron por primera vez imágenes de un gato Colocolo;Página 7;https://www.pagina7.cl/actualidad/camaras-captaron-por-primera-vez-imagenes-de-un-gato-colocolo/;28-07-2017;
convertcsv (31).csv;Llanos de Challe: Captan a puma y gato colocolo, pero también a posibles cazadores;Cooperativa.cl;https://www.cooperativa.cl/noticias/pais/medioambiente/animales/llanos-de-challe-captan-a-puma-y-gato-colocolo-pero-tambien-a-posibles/2023-07-07/132016.html;07-07-2023;
convertcsv (31).csv;Gato colocolo atropellado en 2018 volvió disecado al Museo Regional de Atacama;Cooperativa.cl;https://www.cooperativa.cl/noticias/pais/region-de-atacama/gato-colocolo-atropellado-en-2018-volvio-disecado-al-museo-regional-de/2020-01-19/172942.html;19-01-2020;
convertcsv (31).csv;Agosto, mes de los gatos: conoce los felinos nativos que habitan el país;Diario Sostenible;https://www.diariosostenible.cl/noticia/el-dato-sostenible/2023/08/agosto-mes-de-los-gatos-conoce-los-felinos-nativos-que-habitan-el-pais;23-08-2023;
convertcsv (31).csv;Captan inéditas imágenes de gato Colocolo en la Reserva Nacional Lago Peñuelas;elciudadano.com;https://www.elciudadano.com/animal/captan-ineditas-imagenes-de-gato-colocolo-en-la-reserva-nacional-lago-penuelas/05/22/;22-05-2018;
convertcsv (31).csv;Donan cuerpo de gato colocolo atropellado en Parque Nacional de Atacama al Museo Regional;elquehaydecierto.cl;https://www.elquehaydecierto.cl/noticia/sociedad/donan-cuerpo-de-gato-colocolo-atropellado-en-parque-nacional-de-atacama-al-museo-re;12-09-2018;
convertcsv (31).csv;¡Impactante! Captan en video al esquivo gato colocolo en Chile: Parece desfilar en pasarela.;Novedades de Campeche;https://www.novedadescampeche.com.mx/impactante-captan-en-video-al-esquivo-gato-colocolo-en-chile-parece-desfilar-en-pasarela/;11-04-2025;
convertcsv (31).csv;Histórico hallazgo de ‘gato colocolo’ a 20 años de no ser visto en la región del Maule;elciudadano.com;https://www.elciudadano.com/ciencia-tecnologia/historico-hallazgo-de-gato-colocolo-a-20-anos-de-no-ser-visto-en-la-region-del-maule/05/04/;04-05-2017;
convertcsv (31).csv;Perú: tras las huellas del gato de pajonal o gato del desierto;Mongabay Latam;https://es.mongabay.com/2017/02/biodiversidad-conservacion-gatos-bosques-investigacion_cientifica/;05-02-2017;Alexa Vélez Zuazo
convertcsv (31).csv;Logran fotografiar a un Leopardus Colocolo en Punta Tombo;El Patagónico;https://www.elpatagonico.com/logran-fotografiar-un-leopardus-colocolo-punta-tombo-n1453481;15-11-2015;
convertcsv (31).csv;Hallan un felino en peligro de extinción tras diez años desaparecido;ECOticias.com;https://www.ecoticias.com/naturaleza/15492_felino-peligro-de-extincion-fauna-flora-valor-natural-gato-colocolo;17-07-2009;
convertcsv (32).csv;"Congreso Futuro: ""Newenche"", un huemul que reaviva las esperanzas de conservación";Cooperativa.cl;https://www.cooperativa.cl/noticias/sociedad/ciencia/congreso-futuro/congreso-futuro-newenche-un-huemul-que-reaviva-las-esperanzas-de/2026-04-19/121332.html;19-04-2026;
convertcsv (32).csv;Dispersión forzada y ausencia de planificación metapoblacional en la conservación del huemul;Universidad Austral de Chile;https://diario.uach.cl/dispersion-forzada-y-ausencia-de-planificacion-metapoblacional-en-la-conservacion-del-huemul/;29-12-2025;
convertcsv (32).csv;Protección del huemul en Ñuble;La Discusión;https://ladiscusion.cl/proteccion-del-huemul-en-nuble/;12-08-2025;
convertcsv (32).csv;Senda del Huemul 2026 refuerza compromiso por la conservación en Parque Cerro Castillo;Diario Sostenible;https://www.diariosostenible.cl/noticia/actualidad/2026/03/senda-del-huemul-2026-refuerza-compromiso-por-la-conservacion-en-parque-cerro-castillo;17-03-2026;
convertcsv (32).csv;Nueva esperanza para el huemul: confirman subpoblación en Cabo Froward, el punto más austral del continente;Diario Sustentable;https://www.diariosustentable.com/2025/07/nueva-esperanza-para-el-huemul-confirman-subpoblacion-en-cabo-froward-el-punto-mas-austral-del-continente/;07-07-2025;
convertcsv (32).csv;Inaugura primer centro de rescate del huemul del sur para proteger al ciervo más austral del mundo;El Mostrador;https://www.elmostrador.cl/agenda-pais/agenda-sustentable/2025/10/27/inaugura-primer-centro-de-rescate-del-huemul-del-sur-para-proteger-al-ciervo-mas-austral-del-mundo/;27-10-2025;
convertcsv (32).csv;Senda del Huemul 2026 refuerza compromiso por la conservación en Parque Cerro Castillo;Diario Regional Aysén;https://www.diarioregionalaysen.cl/noticia/diario-sostenible/2026/03/senda-del-huemul-2026-refuerza-compromiso-por-la-conservacion-en-parque-cerro-castillo;18-03-2026;
convertcsv (32).csv;Chile y Argentina se unen por el repoblamiento del huemul: encuentro binacional en Huilo Huilo;Noticias Ambientales;https://noticiasambientales.com/animales/chile-y-argentina-se-unen-por-el-repoblamiento-del-huemul-encuentro-binacional-en-huilo-huilo/;09-09-2025;
convertcsv (32).csv;Descubren nueva subpoblación de huemul en la Patagonia chilena: esperanza para su conservación;Sabes.cl;https://sabes.cl/2025/08/17/descubren-nueva-subpoblacion-de-huemul-en-la-patagonia-chilena-esperanza-para-su-conservacion/;17-08-2025;
convertcsv (32).csv;Newenche: La historia del huemul que cruzó el primer corredor biológico entre Chile y Argentina;Cooperativa Ciencia;https://www.cooperativaciencia.cl/medio-ambiente/2025/07/25/newenche-el-huemul-que-cruzo-el-primer-corredor-biologico-entre-chile-y-argentina/;25-07-2025;
convertcsv (32).csv;Avistaron un huemul en el Parque Nacional Nahuel Huapi: una señal alentadora para la conservación;ANBariloche;https://www.anbariloche.com.ar/noticias/2026/04/16/103838-avistaron-un-huemul-en-el-parque-nacional-nahuel-huapi-una-senal-alentadora-para-la-conservacion;16-04-2026;
convertcsv (32).csv;Descubren huemules en Magallanes: clave para conservación de especie en peligro de extinción;elmagallanews.cl;https://www.elmagallanews.cl/noticia/medioambiente/descubren-huemules-en-magallanes-clave-para-conservacion-de-especie-en-peligro;07-07-2025;
convertcsv (32).csv;Valioso registro de un huemul en el Parque Nacional Nahuel Huapi refuerza su conservación;La Angostura Digital;https://www.laangosturadigital.com.ar/2026/04/16/valioso-registro-de-un-huemul-en-el-parque-nacional-nahuel-huapi-refuerza-su-conservacion/;16-04-2026;
convertcsv (32).csv;Renace la esperanza: avistaron un huemul en peligro de extinción en Santa Cruz;Canal26;https://www.canal26.com/planeta/2026/02/01/renace-la-esperanza-avistaron-un-huemul-en-peligro-de-extincion-en-santa-cruz/;01-02-2026;
convertcsv (32).csv;Nuevo registro del huemul Newenche: fue hallado en perfecto estado en el Parque Nacional Nahuel Huapi;Argentina.gob.ar;https://www.argentina.gob.ar/noticias/nuevo-registro-del-huemul-newenche-fue-hallado-en-perfecto-estado-en-el-parque-nacional;29-10-2025;
convertcsv (32).csv;Estrategia destinada a la conservación del huemul ha logrado disminuir en un 58% sus amenazas;La Discusión;https://ladiscusion.cl/estrategia-destinada-a-la-conservacion-del-huemul-ha-logrado-disminuir-en-un-58-sus-amenazas/;09-08-2025;
convertcsv (32).csv;La cruzada público-privada que busca salvar a la especie nativa más emblemática de la Cordillera de los Andes;Diario Sustentable;https://www.diariosustentable.com/2025/08/la-cruzada-publico-privada-que-busca-salvar-a-la-especie-nativa-mas-emblematica-de-la-cordillera-de-los-andes/;11-08-2025;
convertcsv (32).csv;Chile inaugura el primer hospital de huemules para salvar de la extinción al ciervo más austral del planeta;Noticias Ambientales;https://noticiasambientales.com/animales/chile-inaugura-el-primer-hospital-de-huemules-para-salvar-de-la-extincion-al-ciervo-mas-austral-del-planeta/;26-10-2025;
convertcsv (32).csv;Desarrollo productivo y protección del huemul marcan cierre de programas FIC en la Reserva de la Biósfera;La Discusión;https://ladiscusion.cl/desarrollo-productivo-y-proteccion-del-huemul-marcan-cierre-de-programas-fic-en-la-reserva-de-la-biosfera/;18-12-2025;
convertcsv (32).csv;El regreso del huemul, una muestra de historia de cooperación y esperanza para un emblema en peligro;Noticias Ambientales;https://noticiasambientales.com/animales/el-regreso-del-huemul-una-muestra-de-historia-de-cooperacion-y-esperanza-para-un-emblema-en-peligro/;30-10-2025;Rocio Viveros
convertcsv (32).csv;Corte Suprema respalda protección del huemul en proyecto hidroeléctrico;Diario Constitucional;https://www.diarioconstitucional.cl/2025/06/20/corte-suprema-respalda-proteccion-del-huemul-en-proyecto-hidroelectrico/;20-06-2025;
convertcsv (32).csv;Registraron un huemul en el Parque Nacional Nahuel Huapi;NoticiasNQN;https://www.noticiasnqn.com.ar/noticias/2026/04/16/331046-registraron-un-huemul-en-el-parque-nacional-nahuel-huapi;16-04-2026;
convertcsv (32).csv;Newenche, el huemul que marcó un hito: operativo clave para salvar a una especie en peligro;Realidad Sanmartinense;https://realidadsm.com/2025/12/18/newenche-el-huemul-que-marco-un-hito-operativo-clave-para-salvar-a-una-especie-en-peligro/;18-12-2025;
convertcsv (32).csv;El huemul Newenche ya está camino al refugio;Neuquen Informa;https://www.neuqueninforma.gob.ar/noticias/2025/12/18/253969-el-huemul-newenche-ya-esta-camino-al-refugio;18-12-2025;
convertcsv (32).csv;Newenche, el huemul juvenil que cruzó desde Chile, recorre las calles de San Martín de los Andes;LCR Diario Digital;https://www.lcr.com.ar/noticias/2025/12/17/39442-newenche-el-huemul-juvenil-que-cruzo-desde-chile-recorre-las-calles-de-san-martin-de-los-andes;17-12-2025;
convertcsv (32).csv;Neuquén refuerza acciones con Chile para la conservación del huemul;Realidad Sanmartinense;https://realidadsm.com/2025/08/06/neuquen-refuerza-acciones-con-chile-para-la-conservacion-del-huemul/;06-08-2025;
convertcsv (32).csv;“El bosque es vida”: abren convocatoria para concurso de dibujo sobre el huemul en Aysén;La Ruta de los Parques;https://www.rutadelosparques.org/el-bosque-es-vida-abren-convocatoria-para-concurso-de-dibujo-sobre-el-huemul-en-aysen/;07-10-2024;
convertcsv (32).csv;“Senda del Huemul” para generar consciencia en la protección de la especie endémica;conaf.cl;https://www.conaf.cl/senda-del-huemul-para-generar-consciencia-en-la-proteccion-de-la-especie-endemica/;19-03-2025;
convertcsv (32).csv;Chile y Argentina impulsan primer Corredor Transnacional para el Huemul en Los Ríos;Cooperativa Ciencia;https://www.cooperativaciencia.cl/medio-ambiente/2025/05/23/chile-y-argentina-impulsan-primer-corredor-transnacional-para-el-huemul-en-los-rios/;23-05-2025;
convertcsv (32).csv;Realizaron jornada sanitaria para mascotas en parajes cordilleranos para proteger al huemul;La Montaña Noticias;https://www.lamontana.com.ar/noticias/2026/03/26/14482-realizaron-jornada-sanitaria-para-mascotas-en-parajes-cordilleranos-para-proteger-al-huemul;26-03-2026;
convertcsv (32).csv;Alerta y emoción en la Ruta de los Siete Lagos: el huemul “Newenche” volvió a cruzar y está bajo monitoreo;Realidad Sanmartinense;https://realidadsm.com/2025/11/05/alerta-y-emocion-en-la-ruta-de-los-siete-lagos-el-huemul-newenche-volvio-a-cruzar-y-esta-bajo-monitoreo/;05-11-2025;
convertcsv (32).csv;Día del Huemul convoca actores clave para su conservación y sensibiliza a la comunidad local;MMA – Ministerio del Medio Ambiente;https://mma.gob.cl/dia-del-huemul-convoca-actores-clave-para-su-conservacion-y-sensibiliza-a-la-comunidad-local/;04-08-2023;
convertcsv (32).csv;El huemul en riesgo: el emblemático animal chileno que corre grave peligro de desaparecer;Noticias Ambientales;https://noticiasambientales.com/animales/el-huemul-en-riesgo-el-emblematico-animal-chileno-que-corre-grave-peligro-de-desaparecer/;23-07-2025;
convertcsv (32).csv;Reubicaron a Newenche, el huemul que recorrió San Martín de los Andes;Radio 3 Cadena Patagonia;https://radio3cadenapatagonia.com.ar/reubicaron-a-newenche-el-huemul-que-recorrio-san-martin-de-los-andes/;20-12-2025;
convertcsv (32).csv;Presentaron un proyecto de recría para la conservación del huemul en Santa Cruz, el ciervo patagónico en peligro;Noticias Ambientales;https://noticiasambientales.com/animales/presentaron-un-proyecto-de-recria-para-la-conservacion-del-huemul-en-santa-cruz-el-ciervo-patagonico-en-peligro/;07-08-2025;
convertcsv (32).csv;Reactivan la Mesa Nacional del Huemul: buscan un trabajo conjunto entre provincias y Parques Nacionales;Ahora Calafate;https://ahoracalafate.com.ar/contenido/35125/reactivan-la-mesa-nacional-del-huemul-buscan-un-trabajo-conjunto-entre-provincia;12-10-2025;Guillermo Perez Luque
convertcsv (32).csv;Día Internacional del Huemul: Conoce datos desconocidos del animal símbolo de nuestro escudo;Gobierno de Chile;https://www.gob.cl/noticias/dia-internacional-del-huemul-conoce-datos-desconocidos-del-animal-simbolo-de-nuestro-escudo/;05-08-2023;
convertcsv (32).csv;Final feliz: el huemul Newenche fue resguardado y está en camino al refugio;LM Neuquén;https://www.lmneuquen.com/neuquen/final-feliz-el-huemul-newenche-fue-resguardado-y-esta-camino-al-refugio-n1222100;18-12-2025;
convertcsv (32).csv;Chile y Argentina unen esfuerzos para retornar el huemul a la cordillera andina;La Capital de Mar del Plata;https://www.lacapitalmdp.com/chile-y-argentina-unen-esfuerzos-para-retornar-el-huemul-a-la-cordillera-andina/;05-09-2025;
convertcsv (32).csv;Conservación y protección de un emblema nacional: el huemul;diarioelheraldo.cl;https://www.diarioelheraldo.cl/noticia/conservacion-y-proteccion-de-un-emblema-nacional-el-huemul;10-08-2024;
convertcsv (32).csv;Día Mundial del Huemul: Neuquén y Chile se unen para salvar al ciervo patagónico de su extinción;Diario Río Negro;https://www.rionegro.com.ar/sociedad/dia-mundial-del-huemul-neuquen-y-chile-se-unen-para-salvar-al-ciervo-patagonico-de-su-extincion-4241823/;05-08-2025;
convertcsv (32).csv;Newenche está a salvo: así fue el operativo para reubicar al huemul que apareció en San Martín De Los Andes;Diario Río Negro;https://www.rionegro.com.ar/sociedad/newenche-esta-a-salvo-asi-fue-el-operativo-para-reubicar-al-huemul-que-aparecio-en-san-martin-de-los-andes/;20-12-2025;
convertcsv (32).csv;Corredor Nacional del Huemul: El plan para su desarrollo acordado por el Minagri y Rewilding Chile;Indap;https://www.indap.gob.cl/noticias/corredor-nacional-del-huemul-el-plan-para-su-desarrollo-acordado-por-el-minagri-y;10-05-2023;
convertcsv (32).csv;Reserva Nacional Ñuble cumple 46 años como refugio del huemul y la biodiversidad cordillerana;conaf.cl;https://www.conaf.cl/reserva-nacional-nuble-cumple-46-anos-como-refugio-del-huemul-y-la-biodiversidad-cordillerana/;26-11-2024;
convertcsv (32).csv;Registro valioso de un Huemul, en el Parque Nacional;Semanario Bariloche;https://semanariobariloche.com.ar/registro-valioso-de-un-huemul-en-el-parque-nacional/;17-04-2026;
convertcsv (32).csv;Confirman la presencia de un huemul en el Parque Nacional Nahuel Huapi;infobariloche;https://infobariloche.com.ar/sociedad/19-bariloche/34479-confirman-la-presencia-de-un-huemul-en-el-parque-nacional-nahuel-huapi.html;16-04-2026;
convertcsv (32).csv;Después de más de 30 años fue avistado un huemul en el Parque Nacional Lanín;Realidad Sanmartinense;https://realidadsm.com/2025/05/15/despues-de-mas-de-30-anos-fue-avistado-un-huemul-en-el-parque-nacional-lanin/;15-05-2025;
convertcsv (32).csv;Monitorean a «Newenche», un huemul clave para la conservación de la especie en la región;Realidad Sanmartinense;https://realidadsm.com/2025/05/28/monitorean-a-newenche-un-huemul-clave-para-la-conservacion-de-la-especie-en-la-region/;28-05-2025;
convertcsv (32).csv;Realizaron con éxito la captura y traslocación de Newenche, el único huemul registrado en la zona en más de 30 años;NoticiasNQN;https://www.noticiasnqn.com.ar/noticias/2025/12/18/325257-realizaron-con-exito-la-captura-y-traslocacion-de-newenche-el-unico-huemul-registrado-en-la-zona-en-mas-de-30-anos;18-12-2025;
convertcsv (32).csv;Con remoción de cercos se lanza el Corredor del Huemul en Aysén;La Ruta de los Parques;https://www.rutadelosparques.org/con-remocion-de-cercos-se-lanza-el-corredor-del-huemul-en-aysen/;19-05-2020;
convertcsv (32).csv;Detectan que el huemul “Newenche” está entre el norte de Villa la Angostura y la Ruta de los 7 Lagos;La Angostura Digital;https://www.laangosturadigital.com.ar/2025/11/05/detectan-que-el-huemul-newenche-esta-entre-el-norte-de-villa-la-angostura-y-la-ruta-de-los-7-lagos/;05-11-2025;
convertcsv (32).csv;Neuquén refuerza acciones con Chile para la conservación del huemul: símbolo de la fauna autóctona;La Angostura Digital;https://www.laangosturadigital.com.ar/2025/08/06/neuquen-refuerza-acciones-con-chile-para-la-conservacion-del-huemul-simbolo-de-la-fauna-autoctona/;06-08-2025;
convertcsv (32).csv;Símbolo de la fauna neuquina: Parques continúa con su objetivo de salvar al Huemul;La Angostura Digital;https://www.laangosturadigital.com.ar/2025/09/05/simbolo-de-la-fauna-neuquina-parques-continua-con-su-objetivo-de-salvar-al-huemul/;05-09-2025;
convertcsv (32).csv;La recuperación del Huemul: un proyecto único en la Patagonia;Fundación Rewilding Argentina;https://rewildingargentina.org/exitohuemul/;20-09-2023;
convertcsv (32).csv;Cóndor y huemul: ¿En riesgo de extinción por la crisis medioambiental?;Universidad San Sebastián | USS;https://www.uss.cl/noticias/condor-y-huemul-riesgo-extincion/;16-06-2022;
convertcsv (32).csv;Amigos del Parque Nacional Cerro Castillo: Conociendo el hábitat del huemul con el mínimo impacto;La Ruta de los Parques;https://www.rutadelosparques.org/amigos-del-parque-nacional-cerro-castillo-conociendo-el-habitat-del-huemul-con-el-minimo-impacto/;01-09-2023;
convertcsv (32).csv;El proyecto de Huilo Huilo que apunta a la conservación del huemul: ’Animal Nacional’ está amenazado;BioBioChile;https://www.biobiochile.cl/noticias/sociedad/animales/2023/09/02/el-proyecto-de-huilo-huilo-que-apunta-a-la-conservacion-del-huemul-animal-nacional-esta-amenazado.shtml;02-09-2023;
convertcsv (32).csv;Tras 30 años de ausencia: Huemul cruza desde Los Ríos hacia el parque Lanín de Argentina;RioenLinea;https://www.rioenlinea.cl/tras-30-anos-de-ausencia-huemul-cruza-desde-los-rios-hacia-el-parque-lanin-de-argentina/;18-02-2025;
convertcsv (32).csv;Día Internacional del Huemul: se duplican esfuerzos para su conservación;El Mostrador;https://www.elmostrador.cl/revista-jengibre/mascotas/2023/08/05/dia-internacional-del-huemul-se-duplican-esfuerzos-para-su-conservacion/;05-08-2023;
convertcsv (32).csv;El animal que solo vive en Argentina y Chile y está en peligro de extinción: qué pasa con el huemul;Noticias Ambientales;https://noticiasambientales.com/animales/el-animal-que-solo-vive-en-argentina-y-chile-y-esta-en-peligro-de-extincion-que-pasa-con-el-huemul/;02-06-2025;
convertcsv (32).csv;Hito para la conservación: impulsan primer corredor transnacional para el huemul en Los Ríos;Diario Sostenible;https://www.diariosostenible.cl/noticia/actualidad/2025/04/hito-para-la-conservacion-impulsan-primer-corredor-transnacional-para-el-huemul-en-los-rios;24-04-2025;
convertcsv (32).csv;Aprueban plan de recuperación, conservación y gestión del Huemul en Nevados de Chillán;País Circular;https://www.paiscircular.cl/radar-legal/aprueban-plan-de-recuperacion-conservacion-y-gestion-del-huemul-en-nevados-de-chillan/;18-02-2022;
convertcsv (32).csv;Conservación y amenazas del huemul en Reserva Nacional Futaleufú;Diario Sustentable;https://www.diariosustentable.com/2022/01/conservacion-y-amenazas-del-huemul-en-reserva-nacional-futaleufu/;13-01-2022;
convertcsv (32).csv;Alianza público-privada explora corredor biológico binacional para la conservación del huemul;País Circular;https://www.paiscircular.cl/biodiversidad/alianza-publico-privada-explora-corredor-biologico-binacional-para-la-conservacion-del-huemul/;12-04-2021;
convertcsv (32).csv;Exige Estudio de Impacto Ambiental para proyecto de conservación del huemul en Aysén;G5noticias;https://g5noticias.cl/2024/09/04/exige-estudio-de-impacto-ambiental-para-proyecto-de-conservacion-del-huemul-en-aysen/;04-09-2024;
convertcsv (32).csv;Se registró a un huemul en el Parque Nacional Lanín después de casi 30 años;Argentina.gob.ar;https://www.argentina.gob.ar/noticias/se-registro-un-huemul-en-el-parque-nacional-lanin-despues-de-casi-30-anos;17-02-2025;
convertcsv (32).csv;Protección del huemul fue clave en fallo que anuló RCA de línea Punilla-San Fabián;La Discusión;https://ladiscusion.cl/proteccion-del-huemul-fue-clave-en-fallo-que-anulo-rca-linea/;20-02-2024;
convertcsv (32).csv;Encuentro en Puerto Natales llama a una mayor protección del huemul;Patagon Journal;https://www.patagonjournal.com/index.php?option=com_content&view=article&id=4466%3Aencuentro-en-puerto-natales-llama-a-una-mayor-proteccion-del-huemul&catid=78%3Amedioambiente&Itemid=268&lang=es;04-07-2023;
convertcsv (32).csv;El huemul de Nevados de Chillán en peligro crítico: incendios, parcelas, infraestructura y cambio climático entre sus mayores amenazas;País Circular;https://www.paiscircular.cl/biodiversidad/el-huemul-de-nevados-de-chillan-en-peligro-critico-incendios-parcelas-infraestructura-y-cambio-climatico-entre-sus-mayores-amenazas/;10-12-2020;Jorge Molina Alomar
convertcsv (32).csv;Exigen estudio de impacto ambiental para proyecto de conservación del huemul;Diario Sostenible;https://www.diariosostenible.cl/noticia/actualidad/2024/07/exigen-estudio-de-impacto-ambiental-para-proyecto-de-conservacion-del-huemul;17-07-2024;
convertcsv (32).csv;Hito para la conservación: impulsan primer corredor transnacional para el huemul en Los Ríos;Diario de Valdivia;https://www.diariodevaldivia.cl/noticia/diario-sostenible/2025/04/hito-para-la-conservacion-impulsan-primer-corredor-transnacional-para-el-huemul-en-los-rios;24-04-2025;
convertcsv (32).csv;Detectan que el huemul “Newenche” está por la zona cercana a Villa la Angostura;La Angostura Digital;https://www.laangosturadigital.com.ar/2025/05/29/detectan-que-el-huemul-newenche-esta-por-la-zona-cercana-a-villa-la-angostura/;29-05-2025;
convertcsv (32).csv;Minagri y Rewilding Chile lanzan Corredor Nacional del Huemul y anuncian primer centro de rescate para la especie en Aysén;Diario Sustentable;https://www.diariosustentable.com/2023/03/minagri-y-rewilding-chile-lanzan-corredor-nacional-del-huemul-y-anuncian-primer-centro-de-rescate-para-la-especie-en-aysen/;07-03-2023;
convertcsv (32).csv;Fundación extranjera apoya a Tompkins Conservation para la conservación del huemul en Aysén;La Ruta de los Parques;https://www.rutadelosparques.org/fundacion-extranjera-apoya-a-tompkins-conservation-para-la-conservacion-del-huemul-en-aysen/;20-07-2020;
convertcsv (32).csv;Jóvenes apoyan retiro de cercos en Cerro Castillo para proteger al huemul;País Circular;https://www.paiscircular.cl/biodiversidad/jovenes-apoyan-retiro-de-cercos-en-cerro-castillo-para-proteger-al-huemul/;09-12-2020;
convertcsv (32).csv;Nuevo Parque Nacional Cabo Froward: Protegerá el hábitat más austral del huemul;Gobierno de Chile;https://www.gob.cl/noticias/cabo-froward-se-firma-protocolo-que-crea-nuevo-parque-nacional/;28-03-2024;
convertcsv (32).csv;Firman una declaración para fortalecer la conservación del huemul en la Patagonia;vetmarketportal.com.ar;https://vetmarketportal.com.ar/nota/4289/firman-una-declaracion-para-fortalecer-la-conservacion-del-huemul-en-la-patagonia/;27-04-2025;
convertcsv (32).csv;CONAF Aysén relevó día del huemul “Protegerlos es tarea de todos y todas”;Radio Las Nieves;https://www.rln.cl/regional/115488-conaf-aysen-relevo-dia-del-huemul-protegerlos-es-tarea-de-todos-y-todas/;05-08-2023;
convertcsv (32).csv;Leonardo DiCaprio comparte iniciativa para proteger al huemul;LOS40;https://los40.cl/2024/leonardo-dicaprio-comparte-iniciativa-para-proteger-al-huemul-176483.html;14-02-2024;
convertcsv (32).csv;20 años del Centro de Conservación del Huemul del Sur;LM Neuquén;https://masp.lmneuquen.com/ganaderia/20-anos-del-centro-conservacion-del-huemul-del-sur-n1188082;28-04-2025;
convertcsv (32).csv;El Parque Nacional Lanín trabaja para la recolonización natural del huemul en el área protegida;Argentina.gob.ar;https://www.argentina.gob.ar/noticias/el-parque-nacional-lanin-trabaja-para-la-recolonizacion-natural-del-huemul-en-el-area;17-05-2024;
convertcsv (32).csv;Organizaciones impulsan encuentro por la conservación del huemul en Ñuble;Ladera Sur;https://laderasur.com/charlas-eventos/organizaciones-impulsan-encuentro-por-la-conservacion-del-huemul-en-nuble/;20-01-2025;
convertcsv (32).csv;“Especie paraguas”: buscan crear un corredor para preservar a un animal clave que está en peligro de extinción;La Nación;https://www.lanacion.com.ar/sociedad/especie-paraguas-buscan-crear-un-corredor-para-preservar-a-un-animal-clave-que-esta-en-peligro-de-nid02052025/;02-05-2025;María de la Paz García Pastormerlo
convertcsv (32).csv;Encuentro en Chillán analizó protección al huemul en Ñuble: es su hábitat natural;lafontana.cl;https://lafontana.cl/2025/01/23/chillan-proteccion-al-huemul-en-nuble/;23-01-2025;
convertcsv (32).csv;Leonardo DiCaprio hizo un llamado por la conservación del Huemul;Señal Calafate;https://xn--sealcalafate-bhb.com/contenido/9358/leonardo-dicaprio-hizo-un-llamado-por-la-conservacion-del-huemul;04-03-2024;
convertcsv (32).csv;Aysén redobla esfuerzos para proteger al huemul, símbolo en peligro de extinción;radio45sur.cl;https://radio45sur.cl/2024/08/24/aysen-redobla-esfuerzos-para-proteger-al-huemul-simbolo-en-peligro-de-extincion/;24-08-2024;
convertcsv (32).csv;Guardaparques de Ñuble reciben reconocimiento por su trabajo territorial por la conservación del huemul;Mestizos Magazine;https://www.mestizos.cl/actualidad-animal/2025/01/22/guardaparques-de-nuble-reciben-reconocimiento-por-su-trabajo-territorial-por-la-conservacion-del-huemul.html;22-01-2025;
convertcsv (32).csv;Leonardo DiCaprio se suma a preocupación por conservación del huemul;Diario Sostenible;https://www.diariosostenible.cl/noticia/actualidad/2024/02/leonardo-dicaprio-se-suma-a-preocupacion-por-conservacion-del-huemul;15-02-2024;
convertcsv (32).csv;La reintroducción a su hábitat natural puede salvar al ciervo más austral del mundo de la extinción;Infobae;https://www.infobae.com/america/medio-ambiente/2024/01/25/la-reintroduccion-a-su-habitat-natural-podria-salvar-al-ciervo-mas-austral-del-mundo-de-la-extincion/;24-01-2024;
